Driver,Team,LapNumber,LapTime,Stint,Compound,TyreLife,Position,Year,GP,IsAccurate,Unnamed: 0_x,Length_x,Abrasion_x,Traction_x,Braking_x,TrackEvo_x,Grip_x,Lateral_x,Downforce_x,TyreStress_x,LapTimePerKM,Unnamed: 0_y,Length_y,Abrasion_y,Traction_y,Braking_y,TrackEvo_y,Grip_y,Lateral_y,Downforce_y,TyreStress_y,Unnamed: 0,Length,Abrasion,Traction,Braking,TrackEvo,Grip,Lateral,Downforce,TyreStress
NOR,McLaren,20.0,123.75200000000001,2.0,MEDIUM,1.0,6.0,2019,Belgium,False,13,7.004,4,4.0,4.0,3.0,3,5,2,5,17.668760708166765,13,7.004,4,4.0,4.0,3.0,3,5,2,5,13,7.004,4,4.0,4.0,3.0,3,5,2,5
HAM,Mercedes,23.0,122.95400000000001,2.0,MEDIUM,1.0,4.0,2019,Belgium,False,13,7.004,4,4.0,4.0,3.0,3,5,2,5,17.554825813820678,13,7.004,4,4.0,4.0,3.0,3,5,2,5,13,7.004,4,4.0,4.0,3.0,3,5,2,5
VET,Ferrari,16.0,122.26400000000001,2.0,MEDIUM,1.0,5.0,2019,Belgium,False,13,7.004,4,4.0,4.0,3.0,3,5,2,5,17.456310679611654,13,7.004,4,4.0,4.0,3.0,3,5,2,5,13,7.004,4,4.0,4.0,3.0,3,5,2,5
VET,Ferrari,34.0,122.16600000000001,3.0,SOFT,5.0,4.0,2019,Belgium,False,13,7.004,4,4.0,4.0,3.0,3,5,2,5,17.442318675042834,13,7.004,4,4.0,4.0,3.0,3,5,2,5,13,7.004,4,4.0,4.0,3.0,3,5,2,5
RUS,Williams,31.0,123.248,2.0,SOFT,1.0,18.0,2019,Belgium,False,13,7.004,4,4.0,4.0,3.0,3,5,2,5,17.59680182752713,13,7.004,4,4.0,4.0,3.0,3,5,2,5,13,7.004,4,4.0,4.0,3.0,3,5,2,5
RAI,Alfa Romeo,2.0,,2.0,MEDIUM,1.0,18.0,2019,Belgium,False,13,7.004,4,4.0,4.0,3.0,3,5,2,5,,13,7.004,4,4.0,4.0,3.0,3,5,2,5,13,7.004,4,4.0,4.0,3.0,3,5,2,5
RAI,Alfa Romeo,3.0,,3.0,MEDIUM,2.0,17.0,2019,Belgium,False,13,7.004,4,4.0,4.0,3.0,3,5,2,5,,13,7.004,4,4.0,4.0,3.0,3,5,2,5,13,7.004,4,4.0,4.0,3.0,3,5,2,5
RAI,Alfa Romeo,32.0,129.169,4.0,SOFT,6.0,17.0,2019,Belgium,False,13,7.004,4,4.0,4.0,3.0,3,5,2,5,18.44217589948601,13,7.004,4,4.0,4.0,3.0,3,5,2,5,13,7.004,4,4.0,4.0,3.0,3,5,2,5
BOT,Mercedes,24.0,121.59400000000001,2.0,MEDIUM,1.0,4.0,2019,Belgium,False,13,7.004,4,4.0,4.0,3.0,3,5,2,5,17.360651056539123,13,7.004,4,4.0,4.0,3.0,3,5,2,5,13,7.004,4,4.0,4.0,3.0,3,5,2,5
GRO,Haas F1 Team,17.0,125.05600000000001,2.0,MEDIUM,1.0,11.0,2019,Belgium,False,13,7.004,4,4.0,4.0,3.0,3,5,2,5,17.854940034266136,13,7.004,4,4.0,4.0,3.0,3,5,2,5,13,7.004,4,4.0,4.0,3.0,3,5,2,5
KUB,Williams,32.0,126.03800000000001,2.0,SOFT,1.0,18.0,2019,Belgium,False,13,7.004,4,4.0,4.0,3.0,3,5,2,5,17.995145631067963,13,7.004,4,4.0,4.0,3.0,3,5,2,5,13,7.004,4,4.0,4.0,3.0,3,5,2,5
GIO,Alfa Romeo,30.0,122.709,2.0,SOFT,1.0,14.0,2019,Belgium,False,13,7.004,4,4.0,4.0,3.0,3,5,2,5,17.51984580239863,13,7.004,4,4.0,4.0,3.0,3,5,2,5,13,7.004,4,4.0,4.0,3.0,3,5,2,5
PER,Aston Martin,11.0,126.004,2.0,MEDIUM,1.0,10.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,20.99017158087623,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
LEC,Ferrari,35.0,123.39800000000001,2.0,SOFT,1.0,6.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,20.556055305680495,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
LEC,Ferrari,48.0,123.29,3.0,SOFT,1.0,5.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,20.538064301182743,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
STR,Aston Martin,11.0,129.223,2.0,MEDIUM,1.0,18.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,21.5264034649342,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
MAG,Haas F1 Team,8.0,126.203,2.0,MEDIUM,1.0,18.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,21.023321672497087,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
MAG,Haas F1 Team,40.0,133.98000000000002,3.0,SOFT,1.0,13.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,22.318840579710148,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
ALB,AlphaTauri,13.0,127.31800000000001,2.0,MEDIUM,1.0,20.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,21.20906213559887,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
KVY,AlphaTauri,6.0,129.13500000000002,2.0,MEDIUM,1.0,20.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,21.511744127936034,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
HUL,Alpine,9.0,127.18,2.0,MEDIUM,1.0,19.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,21.18607362985174,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
HUL,Alpine,35.0,124.96900000000001,3.0,SOFT,1.0,15.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,20.81775778777278,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
RIC,Alpine,11.0,127.766,2.0,MEDIUM,1.0,17.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,21.28369148758954,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
VER,Red Bull Racing,15.0,124.23100000000001,2.0,MEDIUM,1.0,6.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,20.694819257038148,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
NOR,McLaren,10.0,125.76,2.0,MEDIUM,1.0,14.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,20.94952523738131,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
NOR,McLaren,40.0,,3.0,SOFT,4.0,8.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
HAM,Mercedes,14.0,124.283,2.0,MEDIUM,1.0,4.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,20.703481592537063,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
VET,Ferrari,12.0,123.724,2.0,MEDIUM,1.0,5.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,20.610361485923704,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
SAI,McLaren,13.0,123.83300000000001,2.0,MEDIUM,1.0,10.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,20.628519073796436,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
RUS,Williams,26.0,127.84100000000001,2.0,MEDIUM,1.0,19.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,21.296185240712976,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
RUS,Williams,39.0,,3.0,SOFT,1.0,15.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
RAI,Alfa Romeo,7.0,126.525,2.0,MEDIUM,1.0,20.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,21.07696151924038,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
BOT,Mercedes,13.0,124.61800000000001,2.0,MEDIUM,1.0,4.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,20.75928702315509,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
GRO,Haas F1 Team,35.0,127.09100000000001,2.0,SOFT,6.0,16.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,21.171247709478596,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
KUB,Williams,15.0,122.888,2.0,MEDIUM,15.0,20.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,20.471097784441113,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
KUB,Williams,24.0,130.59,3.0,MEDIUM,1.0,20.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,21.754122938530735,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
KUB,Williams,43.0,127.60600000000001,4.0,SOFT,1.0,16.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,21.257038147592873,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
GIO,Alfa Romeo,8.0,127.01800000000001,2.0,MEDIUM,1.0,20.0,2019,Azerbaijan,False,15,6.003,1,5.0,4.0,5.0,1,1,1,3,21.159087123105117,15,6.003,1,5.0,4.0,5.0,1,1,1,3,15,6.003,1,5.0,4.0,5.0,1,1,1,3
GAS,AlphaTauri,33.0,129.0,2.0,MEDIUM,1.0,16.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,26.11336032388664,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
PER,Aston Martin,14.0,126.47600000000001,2.0,HARD,1.0,17.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,25.602429149797572,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
LEC,Ferrari,21.0,127.019,2.0,HARD,1.0,9.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,25.712348178137653,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
STR,Aston Martin,32.0,126.48800000000001,2.0,HARD,1.0,16.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,25.604858299595143,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
STR,Aston Martin,42.0,135.227,3.0,SOFT,1.0,19.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,27.373886639676112,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
STR,Aston Martin,45.0,,4.0,SOFT,1.0,18.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
MAG,Haas F1 Team,19.0,127.82100000000001,2.0,HARD,1.0,14.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,25.874696356275305,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
MAG,Haas F1 Team,57.0,134.311,3.0,SOFT,1.0,17.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,27.18846153846154,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
ALB,Red Bull Racing,21.0,126.361,2.0,HARD,1.0,11.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,25.57914979757085,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
KVY,AlphaTauri,13.0,127.02600000000001,2.0,HARD,1.0,19.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,25.713765182186236,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
KVY,AlphaTauri,37.0,,3.0,SOFT,1.0,14.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
HUL,Alpine,2.0,128.475,2.0,HARD,1.0,18.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,26.00708502024291,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
HUL,Alpine,37.0,,3.0,MEDIUM,1.0,11.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
RIC,Alpine,35.0,133.316,2.0,HARD,1.0,17.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,26.987044534412952,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
VER,Red Bull Racing,20.0,126.46000000000001,2.0,HARD,1.0,12.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,25.59919028340081,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
NOR,McLaren,21.0,129.27200000000002,2.0,HARD,1.0,13.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,26.16842105263158,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
HAM,Mercedes,27.0,127.49000000000001,2.0,HARD,1.0,9.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,25.807692307692307,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
VET,Ferrari,20.0,126.10900000000001,2.0,HARD,1.0,11.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,25.52813765182186,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
SAI,McLaren,2.0,,2.0,HARD,1.0,20.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
SAI,McLaren,36.0,,3.0,MEDIUM,1.0,19.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
RUS,Williams,2.0,139.14100000000002,2.0,HARD,1.0,19.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,28.166194331983807,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
RAI,Alfa Romeo,16.0,131.93300000000002,2.0,HARD,1.0,16.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,26.707085020242918,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
BOT,Mercedes,23.0,127.38100000000001,2.0,HARD,1.0,10.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,25.785627530364373,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
GRO,Haas F1 Team,24.0,130.044,2.0,HARD,1.0,18.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,26.324696356275304,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
GRO,Haas F1 Team,36.0,,3.0,SOFT,1.0,18.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
KUB,Williams,22.0,129.62,2.0,HARD,1.0,19.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,26.238866396761132,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
KUB,Williams,45.0,,3.0,MEDIUM,1.0,17.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
GIO,Alfa Romeo,35.0,128.58200000000002,2.0,HARD,1.0,15.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,26.028744939271256,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
GIO,Alfa Romeo,37.0,,3.0,SOFT,1.0,15.0,2019,Singapore,False,16,4.94,3,4.0,5.0,4.0,3,2,5,2,,16,4.94,3,4.0,5.0,4.0,3,2,5,2,16,4.94,3,4.0,5.0,4.0,3,2,5,2
GAS,AlphaTauri,20.0,123.185,2.0,HARD,1.0,12.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,22.344458552512243,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
GAS,AlphaTauri,54.0,135.518,3.0,SOFT,3.0,15.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,24.58153455468892,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
PER,Aston Martin,25.0,120.23700000000001,2.0,HARD,1.0,14.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.809722474152007,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
LEC,Ferrari,21.0,126.846,2.0,HARD,1.0,6.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,23.00852530382732,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
LEC,Ferrari,43.0,121.19600000000001,3.0,SOFT,1.0,4.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.983674950117905,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
STR,Aston Martin,10.0,123.69800000000001,2.0,HARD,1.0,19.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,22.4375113368402,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
STR,Aston Martin,30.0,121.754,3.0,SOFT,1.0,16.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,22.084890259386906,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
MAG,Haas F1 Team,19.0,122.89500000000001,2.0,HARD,2.0,17.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,22.291855614003268,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
MAG,Haas F1 Team,41.0,121.93100000000001,3.0,SOFT,1.0,17.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,22.1169961908217,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
ALB,Red Bull Racing,2.0,130.508,2.0,MEDIUM,1.0,20.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,23.672773444585527,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
ALB,Red Bull Racing,21.0,120.052,3.0,MEDIUM,1.0,15.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.776165427172142,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
ALB,Red Bull Racing,41.0,118.858,4.0,SOFT,4.0,9.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.559586432069654,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
KVY,AlphaTauri,22.0,124.783,2.0,MEDIUM,1.0,15.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,22.634318882641033,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
KVY,AlphaTauri,40.0,119.22300000000001,3.0,SOFT,1.0,13.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.625793578813717,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
HUL,Alpine,28.0,121.31700000000001,2.0,MEDIUM,1.0,15.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,22.00562307273717,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
HUL,Alpine,40.0,118.194,3.0,SOFT,1.0,12.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.439143841828407,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
RIC,Alpine,22.0,120.49300000000001,2.0,HARD,1.0,7.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.856158171594416,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
VER,Red Bull Racing,14.0,118.76400000000001,2.0,HARD,2.0,4.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.542535824415022,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
VER,Red Bull Racing,35.0,118.421,3.0,MEDIUM,1.0,3.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.480319245419917,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
NOR,McLaren,20.0,122.548,2.0,HARD,1.0,10.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,22.228913477235626,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
NOR,McLaren,43.0,120.65700000000001,3.0,MEDIUM,1.0,10.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.88590604026846,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
HAM,Mercedes,25.0,119.28800000000001,2.0,HARD,1.0,3.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.637583892617453,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
SAI,McLaren,19.0,120.82000000000001,2.0,HARD,1.0,12.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.915472519499367,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
RUS,Williams,24.0,121.88000000000001,2.0,HARD,1.0,18.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,22.107745329221842,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
RUS,Williams,47.0,126.179,3.0,SOFT,1.0,18.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,22.887538545256668,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
RAI,Alfa Romeo,19.0,120.96300000000001,2.0,HARD,1.0,14.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.94141120986759,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
RAI,Alfa Romeo,41.0,119.59700000000001,3.0,SOFT,1.0,11.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.693633230545984,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
BOT,Mercedes,15.0,119.23800000000001,2.0,HARD,1.0,3.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.628514420460732,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
BOT,Mercedes,36.0,119.268,3.0,MEDIUM,1.0,2.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,21.633956103754763,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
GRO,Haas F1 Team,25.0,125.25600000000001,2.0,HARD,2.0,17.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,22.72011608924361,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
KUB,Williams,12.0,125.76800000000001,2.0,HARD,1.0,19.0,2019,Austin,False,17,5.513,4,4.0,3.0,4.0,3,4,4,4,22.812987484128428,17,5.513,4,4.0,3.0,4.0,3,4,4,4,17,5.513,4,4.0,3.0,4.0,3,4,4,4
