,GP,Circuit,PitstopT,Driver,Year
0,1,Australia,32.997,kubica,2019
1,1,Australia,33.027,ricciardo,2019
2,1,Australia,23.299,raikkonen,2019
3,1,Australia,21.588,hulkenberg,2019
4,1,Australia,23.234,perez,2019
5,1,Australia,21.995,vettel,2019
6,1,Australia,22.388,kevin_magnussen,2019
7,1,Australia,21.780,albon,2019
8,1,Australia,21.515,hamilton,2019
9,1,Australia,29.981,grosjean,2019
10,1,Australia,21.627,norris,2019
11,1,Australia,22.014,bottas,2019
12,1,Australia,21.157,max_verstappen,2019
13,1,Australia,22.086,kvyat,2019
14,1,Australia,21.689,russell,2019
15,1,Australia,22.471,stroll,2019
16,1,Australia,27.172,giovinazzi,2019
17,1,Australia,22.306,leclerc,2019
18,1,Australia,22.343,kubica,2019
19,1,Australia,21.269,gasly,2019
20,1,Australia,21.543,russell,2019
21,2,Bahrain,34.338,stroll,2019
22,2,Bahrain,32.082,grosjean,2019
23,2,Bahrain,45.543,sainz,2019
24,2,Bahrain,27.136,perez,2019
25,2,Bahrain,25.647,raikkonen,2019
26,2,Bahrain,27.557,gasly,2019
27,2,Bahrain,25.659,albon,2019
28,2,Bahrain,24.175,norris,2019
29,2,Bahrain,24.948,kevin_magnussen,2019
30,2,Bahrain,24.199,max_verstappen,2019
31,2,Bahrain,24.667,kubica,2019
32,2,Bahrain,24.865,bottas,2019
33,2,Bahrain,25.498,hulkenberg,2019
34,2,Bahrain,26.508,kvyat,2019
35,2,Bahrain,24.633,russell,2019
36,2,Bahrain,24.518,leclerc,2019
37,2,Bahrain,24.255,hamilton,2019
38,2,Bahrain,24.228,vettel,2019
39,2,Bahrain,27.725,giovinazzi,2019
40,2,Bahrain,26.600,stroll,2019
41,2,Bahrain,25.676,ricciardo,2019
42,2,Bahrain,25.034,sainz,2019
43,2,Bahrain,24.842,albon,2019
44,2,Bahrain,24.912,russell,2019
45,2,Bahrain,24.313,kubica,2019
46,2,Bahrain,26.729,max_verstappen,2019
47,2,Bahrain,25.253,hulkenberg,2019
48,2,Bahrain,25.621,raikkonen,2019
49,2,Bahrain,26.798,perez,2019
50,2,Bahrain,24.324,hamilton,2019
51,2,Bahrain,24.717,norris,2019
52,2,Bahrain,24.212,vettel,2019
53,2,Bahrain,24.358,leclerc,2019
54,2,Bahrain,24.433,bottas,2019
55,2,Bahrain,34.193,vettel,2019
56,2,Bahrain,30.761,kvyat,2019
57,2,Bahrain,25.982,kevin_magnussen,2019
58,2,Bahrain,24.484,gasly,2019
59,2,Bahrain,24.880,giovinazzi,2019
60,3,China,45.878,sainz,2019
61,3,China,50.738,norris,2019
62,3,China,17.257,kvyat,2019
63,3,China,25.184,giovinazzi,2019
64,3,China,23.261,grosjean,2019
65,3,China,23.964,kevin_magnussen,2019
66,3,China,24.107,hulkenberg,2019
67,3,China,23.223,max_verstappen,2019
68,3,China,33.638,norris,2019
69,3,China,22.749,vettel,2019
70,3,China,23.506,ricciardo,2019
71,3,China,22.301,gasly,2019
72,3,China,23.215,albon,2019
73,3,China,23.733,perez,2019
74,3,China,23.466,stroll,2019
75,3,China,22.196,bottas,2019
76,3,China,22.644,hamilton,2019
77,3,China,22.921,leclerc,2019
78,3,China,24.332,russell,2019
79,3,China,23.888,raikkonen,2019
80,3,China,26.050,kvyat,2019
81,3,China,32.627,kubica,2019
82,3,China,25.137,giovinazzi,2019
83,3,China,43.206,kvyat,2019
84,3,China,23.383,kevin_magnussen,2019
85,3,China,22.365,max_verstappen,2019
86,3,China,22.316,vettel,2019
87,3,China,22.524,norris,2019
88,3,China,23.520,grosjean,2019
89,3,China,23.597,hamilton,2019
90,3,China,24.083,bottas,2019
91,3,China,22.532,sainz,2019
92,3,China,22.722,gasly,2019
93,3,China,24.227,leclerc,2019
94,3,China,23.515,stroll,2019
95,3,China,23.965,russell,2019
96,4,Azerbaijan,21.013,kvyat,2019
97,4,Azerbaijan,21.401,raikkonen,2019
98,4,Azerbaijan,20.118,kevin_magnussen,2019
99,4,Azerbaijan,20.776,giovinazzi,2019
100,4,Azerbaijan,21.325,hulkenberg,2019
101,4,Azerbaijan,19.819,norris,2019
102,4,Azerbaijan,20.939,perez,2019
103,4,Azerbaijan,23.099,stroll,2019
104,4,Azerbaijan,20.884,ricciardo,2019
105,4,Azerbaijan,19.981,vettel,2019
106,4,Azerbaijan,20.006,bottas,2019
107,4,Azerbaijan,19.755,sainz,2019
108,4,Azerbaijan,20.720,albon,2019
109,4,Azerbaijan,19.993,hamilton,2019
110,4,Azerbaijan,20.973,max_verstappen,2019
111,4,Azerbaijan,15.069,kubica,2019
112,4,Azerbaijan,21.037,kubica,2019
113,4,Azerbaijan,20.475,russell,2019
114,4,Azerbaijan,20.382,leclerc,2019
115,4,Azerbaijan,20.870,hulkenberg,2019
116,4,Azerbaijan,20.906,grosjean,2019
117,4,Azerbaijan,20.751,russell,2019
118,4,Azerbaijan,22.080,norris,2019
119,4,Azerbaijan,20.859,kevin_magnussen,2019
120,4,Azerbaijan,20.703,kubica,2019
121,5,Spain,22.381,giovinazzi,2019
122,5,Spain,23.746,vettel,2019
123,5,Spain,22.417,max_verstappen,2019
124,5,Spain,22.049,kvyat,2019
125,5,Spain,22.563,gasly,2019
126,5,Spain,23.321,stroll,2019
127,5,Spain,22.025,kevin_magnussen,2019
128,5,Spain,22.379,ricciardo,2019
129,5,Spain,21.468,sainz,2019
130,5,Spain,22.781,perez,2019
131,5,Spain,23.646,leclerc,2019
132,5,Spain,23.591,albon,2019
133,5,Spain,22.034,bottas,2019
134,5,Spain,22.379,grosjean,2019
135,5,Spain,21.579,norris,2019
136,5,Spain,22.265,hamilton,2019
137,5,Spain,22.342,raikkonen,2019
138,5,Spain,21.954,kubica,2019
139,5,Spain,22.442,russell,2019
140,5,Spain,22.193,hulkenberg,2019
141,5,Spain,21.643,vettel,2019
142,5,Spain,23.507,giovinazzi,2019
143,5,Spain,22.540,max_verstappen,2019
144,5,Spain,22.018,bottas,2019
145,5,Spain,33.821,kvyat,2019
146,5,Spain,22.992,kevin_magnussen,2019
147,5,Spain,37.345,albon,2019
148,5,Spain,22.511,hamilton,2019
149,5,Spain,22.702,ricciardo,2019
150,5,Spain,22.896,perez,2019
151,5,Spain,21.846,russell,2019
152,5,Spain,21.638,leclerc,2019
153,5,Spain,22.549,raikkonen,2019
154,5,Spain,22.142,kubica,2019
155,5,Spain,22.095,gasly,2019
156,5,Spain,22.732,grosjean,2019
157,6,Monaco,25.532,hulkenberg,2019
158,6,Monaco,25.964,leclerc,2019
159,6,Monaco,26.165,russell,2019
160,6,Monaco,24.266,hamilton,2019
161,6,Monaco,25.030,bottas,2019
162,6,Monaco,24.011,max_verstappen,2019
163,6,Monaco,24.483,vettel,2019
164,6,Monaco,24.269,ricciardo,2019
165,6,Monaco,25.419,kevin_magnussen,2019
166,6,Monaco,28.463,perez,2019
167,6,Monaco,24.776,bottas,2019
168,6,Monaco,25.705,leclerc,2019
169,6,Monaco,23.946,kubica,2019
170,6,Monaco,24.161,gasly,2019
171,6,Monaco,23.795,sainz,2019
172,6,Monaco,24.023,kvyat,2019
173,6,Monaco,24.591,stroll,2019
174,6,Monaco,25.062,albon,2019
175,6,Monaco,35.651,giovinazzi,2019
176,6,Monaco,26.299,raikkonen,2019
177,6,Monaco,25.026,norris,2019
178,6,Monaco,24.219,grosjean,2019
179,7,Canada,37.950,albon,2019
180,7,Canada,24.727,sainz,2019
181,7,Canada,25.342,raikkonen,2019
182,7,Canada,23.485,gasly,2019
183,7,Canada,23.927,ricciardo,2019
184,7,Canada,25.210,kubica,2019
185,7,Canada,23.686,russell,2019
186,7,Canada,24.076,perez,2019
187,7,Canada,23.825,kvyat,2019
188,7,Canada,24.030,hulkenberg,2019
189,7,Canada,23.782,vettel,2019
190,7,Canada,23.662,hamilton,2019
191,7,Canada,23.994,bottas,2019
192,7,Canada,23.732,leclerc,2019
193,7,Canada,23.884,giovinazzi,2019
194,7,Canada,24.071,grosjean,2019
195,7,Canada,23.119,kubica,2019
196,7,Canada,24.381,kevin_magnussen,2019
197,7,Canada,23.727,stroll,2019
198,7,Canada,23.426,max_verstappen,2019
199,7,Canada,24.666,raikkonen,2019
200,8,France,30.842,giovinazzi,2019
201,8,France,31.031,ricciardo,2019
202,8,France,30.832,kevin_magnussen,2019
203,8,France,30.228,gasly,2019
204,8,France,30.576,norris,2019
205,8,France,37.286,perez,2019
206,8,France,29.920,sainz,2019
207,8,France,30.118,max_verstappen,2019
208,8,France,30.203,leclerc,2019
209,8,France,30.412,bottas,2019
210,8,France,30.186,hamilton,2019
211,8,France,29.792,kubica,2019
212,8,France,30.044,vettel,2019
213,8,France,30.279,albon,2019
214,8,France,31.950,russell,2019
215,8,France,29.975,raikkonen,2019
216,8,France,30.837,grosjean,2019
217,8,France,30.233,kvyat,2019
218,8,France,37.494,russell,2019
219,8,France,30.884,hulkenberg,2019
220,8,France,31.697,giovinazzi,2019
221,8,France,30.849,stroll,2019
222,9,Austria,23.243,kevin_magnussen,2019
223,9,Austria,16.224,kevin_magnussen,2019
224,9,Austria,21.525,kubica,2019
225,9,Austria,22.552,bottas,2019
226,9,Austria,25.236,vettel,2019
227,9,Austria,21.878,leclerc,2019
228,9,Austria,21.709,raikkonen,2019
229,9,Austria,21.672,giovinazzi,2019
230,9,Austria,21.547,norris,2019
231,9,Austria,22.239,gasly,2019
232,9,Austria,21.982,stroll,2019
233,9,Austria,21.985,hulkenberg,2019
234,9,Austria,22.772,russell,2019
235,9,Austria,22.330,perez,2019
236,9,Austria,30.067,hamilton,2019
237,9,Austria,21.110,max_verstappen,2019
238,9,Austria,25.091,kvyat,2019
239,9,Austria,22.265,grosjean,2019
240,9,Austria,21.225,albon,2019
241,9,Austria,21.266,sainz,2019
242,9,Austria,22.305,ricciardo,2019
243,9,Austria,22.251,vettel,2019
244,10,Great Britain,33.562,grosjean,2019
245,10,Great Britain,32.767,kevin_magnussen,2019
246,10,Great Britain,27.905,gasly,2019
247,10,Great Britain,28.416,ricciardo,2019
248,10,Great Britain,29.377,kvyat,2019
249,10,Great Britain,28.558,leclerc,2019
250,10,Great Britain,27.827,max_verstappen,2019
251,10,Great Britain,28.275,norris,2019
252,10,Great Britain,28.954,albon,2019
253,10,Great Britain,28.926,hulkenberg,2019
254,10,Great Britain,30.400,stroll,2019
255,10,Great Britain,28.493,bottas,2019
256,10,Great Britain,28.364,raikkonen,2019
257,10,Great Britain,30.264,perez,2019
258,10,Great Britain,28.905,hamilton,2019
259,10,Great Britain,28.021,vettel,2019
260,10,Great Britain,27.950,max_verstappen,2019
261,10,Great Britain,27.980,sainz,2019
262,10,Great Britain,28.381,ricciardo,2019
263,10,Great Britain,28.694,kubica,2019
264,10,Great Britain,28.348,leclerc,2019
265,10,Great Britain,28.811,kvyat,2019
266,10,Great Britain,30.245,russell,2019
267,10,Great Britain,38.032,perez,2019
268,10,Great Britain,27.919,norris,2019
269,10,Great Britain,38.468,vettel,2019
270,10,Great Britain,29.074,stroll,2019
271,10,Great Britain,28.177,bottas,2019
272,11,Germany,20.094,vettel,2019
273,11,Germany,20.576,albon,2019
274,11,Germany,20.203,hamilton,2019
275,11,Germany,22.243,bottas,2019
276,11,Germany,22.358,max_verstappen,2019
277,11,Germany,27.256,raikkonen,2019
278,11,Germany,22.132,hulkenberg,2019
279,11,Germany,20.361,leclerc,2019
280,11,Germany,27.232,grosjean,2019
281,11,Germany,29.667,gasly,2019
282,11,Germany,23.363,sainz,2019
283,11,Germany,22.509,giovinazzi,2019
284,11,Germany,21.224,ricciardo,2019
285,11,Germany,23.090,kvyat,2019
286,11,Germany,21.402,norris,2019
287,11,Germany,22.696,stroll,2019
288,11,Germany,20.718,russell,2019
289,11,Germany,23.801,kubica,2019
290,11,Germany,21.106,kevin_magnussen,2019
291,11,Germany,22.102,leclerc,2019
292,11,Germany,20.118,hulkenberg,2019
293,11,Germany,21.179,kevin_magnussen,2019
294,11,Germany,20.768,vettel,2019
295,11,Germany,20.436,kubica,2019
296,11,Germany,19.640,max_verstappen,2019
297,11,Germany,19.287,russell,2019
298,11,Germany,21.488,kvyat,2019
299,11,Germany,20.242,norris,2019
300,11,Germany,21.260,stroll,2019
301,11,Germany,20.498,bottas,2019
302,11,Germany,22.307,raikkonen,2019
303,11,Germany,20.879,giovinazzi,2019
304,11,Germany,19.875,gasly,2019
305,11,Germany,21.625,grosjean,2019
306,11,Germany,20.317,leclerc,2019
307,11,Germany,21.501,albon,2019
308,11,Germany,19.964,sainz,2019
309,11,Germany,22.947,hamilton,2019
310,11,Germany,21.732,albon,2019
311,11,Germany,21.142,raikkonen,2019
312,11,Germany,22.058,vettel,2019
313,11,Germany,20.552,gasly,2019
314,11,Germany,20.096,giovinazzi,2019
315,11,Germany,24.310,kvyat,2019
316,11,Germany,22.421,grosjean,2019
317,11,Germany,1:09.022,hamilton,2019
318,11,Germany,21.472,max_verstappen,2019
319,11,Germany,20.624,hulkenberg,2019
320,11,Germany,21.962,stroll,2019
321,11,Germany,21.359,kevin_magnussen,2019
322,11,Germany,21.142,bottas,2019
323,11,Germany,19.626,kubica,2019
324,11,Germany,19.327,max_verstappen,2019
325,11,Germany,21.256,vettel,2019
326,11,Germany,20.622,grosjean,2019
327,11,Germany,20.472,stroll,2019
328,11,Germany,19.345,russell,2019
329,11,Germany,20.380,kevin_magnussen,2019
330,11,Germany,20.152,stroll,2019
331,11,Germany,20.671,kvyat,2019
332,11,Germany,20.285,kevin_magnussen,2019
333,11,Germany,19.062,max_verstappen,2019
334,11,Germany,21.009,bottas,2019
335,11,Germany,20.711,sainz,2019
336,11,Germany,20.012,gasly,2019
337,11,Germany,19.931,albon,2019
338,11,Germany,21.423,grosjean,2019
339,11,Germany,20.370,kubica,2019
340,11,Germany,27.069,hamilton,2019
341,11,Germany,20.930,raikkonen,2019
342,11,Germany,19.586,vettel,2019
343,11,Germany,28.093,giovinazzi,2019
344,11,Germany,21.634,russell,2019
345,11,Germany,20.015,hamilton,2019
346,11,Germany,19.610,hamilton,2019
347,11,Germany,20.700,kevin_magnussen,2019
348,11,Germany,19.825,kubica,2019
349,12,Hungary,33.328,bottas,2019
350,12,Hungary,23.218,giovinazzi,2019
351,12,Hungary,21.333,russell,2019
352,12,Hungary,22.085,stroll,2019
353,12,Hungary,21.901,perez,2019
354,12,Hungary,21.754,kubica,2019
355,12,Hungary,22.035,grosjean,2019
356,12,Hungary,23.002,kvyat,2019
357,12,Hungary,21.705,max_verstappen,2019
358,12,Hungary,21.575,leclerc,2019
359,12,Hungary,26.066,norris,2019
360,12,Hungary,22.104,gasly,2019
361,12,Hungary,23.676,albon,2019
362,12,Hungary,21.832,sainz,2019
363,12,Hungary,22.205,raikkonen,2019
364,12,Hungary,22.880,hamilton,2019
365,12,Hungary,21.734,hulkenberg,2019
366,12,Hungary,21.618,kevin_magnussen,2019
367,12,Hungary,24.819,vettel,2019
368,12,Hungary,21.744,bottas,2019
369,12,Hungary,22.498,ricciardo,2019
370,12,Hungary,21.390,hamilton,2019
371,12,Hungary,21.563,stroll,2019
372,13,Belgium,27.620,ricciardo,2019
373,13,Belgium,39.046,raikkonen,2019
374,13,Belgium,59.291,sainz,2019
375,13,Belgium,25.005,raikkonen,2019
376,13,Belgium,23.475,hulkenberg,2019
377,13,Belgium,22.772,gasly,2019
378,13,Belgium,22.774,stroll,2019
379,13,Belgium,22.863,vettel,2019
380,13,Belgium,23.133,perez,2019
381,13,Belgium,22.912,grosjean,2019
382,13,Belgium,23.182,norris,2019
383,13,Belgium,22.449,leclerc,2019
384,13,Belgium,23.497,hamilton,2019
385,13,Belgium,22.579,bottas,2019
386,13,Belgium,22.506,albon,2019
387,13,Belgium,22.834,kvyat,2019
388,13,Belgium,22.584,kevin_magnussen,2019
389,13,Belgium,23.044,giovinazzi,2019
390,13,Belgium,25.250,stroll,2019
391,13,Belgium,22.442,russell,2019
392,13,Belgium,23.000,hulkenberg,2019
393,13,Belgium,26.891,raikkonen,2019
394,13,Belgium,24.247,kubica,2019
395,14,Monza,31.211,max_verstappen,2019
396,14,Monza,32.443,vettel,2019
397,14,Monza,26.481,grosjean,2019
398,14,Monza,31.851,vettel,2019
399,14,Monza,18.838,stroll,2019
400,14,Monza,23.912,hamilton,2019
401,14,Monza,32.393,raikkonen,2019
402,14,Monza,23.833,leclerc,2019
403,14,Monza,24.400,kevin_magnussen,2019
404,14,Monza,25.698,giovinazzi,2019
405,14,Monza,24.419,stroll,2019
406,14,Monza,24.311,norris,2019
407,14,Monza,24.198,russell,2019
408,14,Monza,29.830,albon,2019
409,14,Monza,23.700,bottas,2019
410,14,Monza,24.568,raikkonen,2019
411,14,Monza,27.010,sainz,2019
412,14,Monza,24.303,max_verstappen,2019
413,14,Monza,24.479,kvyat,2019
414,14,Monza,25.340,perez,2019
415,14,Monza,24.363,gasly,2019
416,14,Monza,24.092,hulkenberg,2019
417,14,Monza,31.842,kubica,2019
418,14,Monza,24.320,ricciardo,2019
419,14,Monza,25.121,grosjean,2019
420,14,Monza,24.978,kevin_magnussen,2019
421,14,Monza,24.376,vettel,2019
422,14,Monza,23.860,kubica,2019
423,15,Singapore,29.563,hulkenberg,2019
424,15,Singapore,38.752,russell,2019
425,15,Singapore,28.799,kvyat,2019
426,15,Singapore,29.082,perez,2019
427,15,Singapore,29.992,raikkonen,2019
428,15,Singapore,29.403,kevin_magnussen,2019
429,15,Singapore,29.384,vettel,2019
430,15,Singapore,28.846,max_verstappen,2019
431,15,Singapore,29.168,leclerc,2019
432,15,Singapore,28.606,albon,2019
433,15,Singapore,30.397,norris,2019
434,15,Singapore,29.033,kubica,2019
435,15,Singapore,29.234,bottas,2019
436,15,Singapore,29.456,grosjean,2019
437,15,Singapore,28.930,hamilton,2019
438,15,Singapore,29.482,stroll,2019
439,15,Singapore,32.482,gasly,2019
440,15,Singapore,29.070,giovinazzi,2019
441,15,Singapore,30.756,ricciardo,2019
442,15,Singapore,43.576,grosjean,2019
443,15,Singapore,29.152,hulkenberg,2019
444,15,Singapore,34.711,kvyat,2019
445,15,Singapore,30.623,sainz,2019
446,15,Singapore,28.960,giovinazzi,2019
447,15,Singapore,39.188,stroll,2019
448,15,Singapore,30.321,kubica,2019
449,15,Singapore,29.460,stroll,2019
450,16,Russia,30.587,kubica,2019
451,16,Russia,36.031,ricciardo,2019
452,16,Russia,38.193,giovinazzi,2019
453,16,Russia,30.177,kubica,2019
454,16,Russia,25.038,raikkonen,2019
455,16,Russia,34.264,hulkenberg,2019
456,16,Russia,29.290,norris,2019
457,16,Russia,30.103,sainz,2019
458,16,Russia,29.548,leclerc,2019
459,16,Russia,30.271,perez,2019
460,16,Russia,29.860,vettel,2019
461,16,Russia,29.935,gasly,2019
462,16,Russia,30.509,kevin_magnussen,2019
463,16,Russia,30.168,stroll,2019
464,16,Russia,30.753,kvyat,2019
465,16,Russia,29.857,russell,2019
466,16,Russia,30.227,giovinazzi,2019
467,16,Russia,36.512,raikkonen,2019
468,16,Russia,29.751,hamilton,2019
469,16,Russia,29.436,bottas,2019
470,16,Russia,29.978,max_verstappen,2019
471,16,Russia,29.854,albon,2019
472,16,Russia,29.786,hulkenberg,2019
473,16,Russia,29.571,kvyat,2019
474,17,Japan,30.502,leclerc,2019
475,17,Japan,25.347,norris,2019
476,17,Japan,23.354,albon,2019
477,17,Japan,24.468,raikkonen,2019
478,17,Japan,24.032,vettel,2019
479,17,Japan,23.478,grosjean,2019
480,17,Japan,23.000,bottas,2019
481,17,Japan,24.156,kevin_magnussen,2019
482,17,Japan,23.180,gasly,2019
483,17,Japan,23.292,stroll,2019
484,17,Japan,23.351,giovinazzi,2019
485,17,Japan,24.132,hulkenberg,2019
486,17,Japan,22.880,perez,2019
487,17,Japan,23.582,hamilton,2019
488,17,Japan,26.734,kubica,2019
489,17,Japan,23.580,leclerc,2019
490,17,Japan,23.949,norris,2019
491,17,Japan,23.792,russell,2019
492,17,Japan,23.476,sainz,2019
493,17,Japan,23.293,kvyat,2019
494,17,Japan,23.292,ricciardo,2019
495,17,Japan,23.213,vettel,2019
496,17,Japan,23.301,albon,2019
497,17,Japan,22.970,kubica,2019
498,17,Japan,23.157,bottas,2019
499,17,Japan,23.164,raikkonen,2019
500,17,Japan,23.301,perez,2019
501,17,Japan,23.591,hamilton,2019
502,17,Japan,23.280,leclerc,2019
503,17,Japan,23.973,kevin_magnussen,2019
504,18,Mexico,24.493,max_verstappen,2019
505,18,Mexico,22.689,gasly,2019
506,18,Mexico,22.490,kvyat,2019
507,18,Mexico,22.192,albon,2019
508,18,Mexico,22.002,leclerc,2019
509,18,Mexico,22.241,sainz,2019
510,18,Mexico,22.754,raikkonen,2019
511,18,Mexico,22.484,hulkenberg,2019
512,18,Mexico,22.357,perez,2019
513,18,Mexico,43.411,giovinazzi,2019
514,18,Mexico,24.606,kubica,2019
515,18,Mexico,22.887,russell,2019
516,18,Mexico,22.269,hamilton,2019
517,18,Mexico,23.084,kevin_magnussen,2019
518,18,Mexico,22.179,sainz,2019
519,18,Mexico,22.179,bottas,2019
520,18,Mexico,21.862,vettel,2019
521,18,Mexico,22.745,stroll,2019
522,18,Mexico,24.128,grosjean,2019
523,18,Mexico,25.786,leclerc,2019
524,18,Mexico,22.003,albon,2019
525,18,Mexico,22.033,kvyat,2019
526,18,Mexico,22.618,gasly,2019
527,18,Mexico,22.345,ricciardo,2019
528,18,Mexico,22.963,raikkonen,2019
529,19,Austin,34.100,albon,2019
530,19,Austin,24.567,stroll,2019
531,19,Austin,24.164,kubica,2019
532,19,Austin,23.716,max_verstappen,2019
533,19,Austin,24.151,bottas,2019
534,19,Austin,25.230,giovinazzi,2019
535,19,Austin,24.784,sainz,2019
536,19,Austin,24.544,raikkonen,2019
537,19,Austin,24.929,kevin_magnussen,2019
538,19,Austin,24.678,norris,2019
539,19,Austin,24.195,gasly,2019
540,19,Austin,29.157,leclerc,2019
541,19,Austin,23.213,albon,2019
542,19,Austin,23.751,ricciardo,2019
543,19,Austin,27.115,kvyat,2019
544,19,Austin,23.702,russell,2019
545,19,Austin,23.943,hamilton,2019
546,19,Austin,24.207,perez,2019
547,19,Austin,24.583,grosjean,2019
548,19,Austin,24.245,hulkenberg,2019
549,19,Austin,25.195,stroll,2019
550,19,Austin,23.444,max_verstappen,2019
551,19,Austin,23.819,bottas,2019
552,19,Austin,23.684,hulkenberg,2019
553,19,Austin,24.162,kvyat,2019
554,19,Austin,24.206,giovinazzi,2019
555,19,Austin,23.705,albon,2019
556,19,Austin,24.686,raikkonen,2019
557,19,Austin,24.731,kevin_magnussen,2019
558,19,Austin,23.844,leclerc,2019
559,19,Austin,25.776,norris,2019
560,19,Austin,28.748,russell,2019
561,20,Brazil,30.760,ricciardo,2019
562,20,Brazil,23.079,perez,2019
563,20,Brazil,22.882,hamilton,2019
564,20,Brazil,23.155,giovinazzi,2019
565,20,Brazil,23.861,kubica,2019
566,20,Brazil,22.818,max_verstappen,2019
567,20,Brazil,23.463,raikkonen,2019
568,20,Brazil,22.922,gasly,2019
569,20,Brazil,22.759,kvyat,2019
570,20,Brazil,22.500,russell,2019
571,20,Brazil,23.073,albon,2019
572,20,Brazil,23.039,vettel,2019
573,20,Brazil,23.148,bottas,2019
574,20,Brazil,23.776,grosjean,2019
575,20,Brazil,23.381,norris,2019
576,20,Brazil,23.344,hulkenberg,2019
577,20,Brazil,23.891,kevin_magnussen,2019
578,20,Brazil,23.346,stroll,2019
579,20,Brazil,22.966,leclerc,2019
580,20,Brazil,22.770,sainz,2019
581,20,Brazil,29.268,kubica,2019
582,20,Brazil,29.491,ricciardo,2019
583,20,Brazil,23.210,bottas,2019
584,20,Brazil,23.088,hamilton,2019
585,20,Brazil,22.657,max_verstappen,2019
586,20,Brazil,23.596,hulkenberg,2019
587,20,Brazil,23.142,perez,2019
588,20,Brazil,23.524,giovinazzi,2019
589,20,Brazil,23.378,kvyat,2019
590,20,Brazil,23.584,gasly,2019
591,20,Brazil,23.841,raikkonen,2019
592,20,Brazil,23.138,vettel,2019
593,20,Brazil,23.071,albon,2019
594,20,Brazil,22.593,max_verstappen,2019
595,20,Brazil,23.355,norris,2019
596,20,Brazil,24.841,stroll,2019
597,20,Brazil,23.479,kevin_magnussen,2019
598,20,Brazil,23.042,leclerc,2019
599,20,Brazil,22.747,hulkenberg,2019
600,20,Brazil,24.873,kubica,2019
601,20,Brazil,23.199,russell,2019
602,20,Brazil,23.471,grosjean,2019
603,20,Brazil,23.060,hamilton,2019
604,20,Brazil,22.441,russell,2019
605,21,Abu Dhabi,28.842,stroll,2019
606,21,Abu Dhabi,22.974,norris,2019
607,21,Abu Dhabi,21.977,giovinazzi,2019
608,21,Abu Dhabi,21.904,ricciardo,2019
609,21,Abu Dhabi,21.697,leclerc,2019
610,21,Abu Dhabi,25.771,vettel,2019
611,21,Abu Dhabi,21.928,sainz,2019
612,21,Abu Dhabi,22.028,albon,2019
613,21,Abu Dhabi,21.578,hulkenberg,2019
614,21,Abu Dhabi,21.968,grosjean,2019
615,21,Abu Dhabi,21.531,kevin_magnussen,2019
616,21,Abu Dhabi,22.410,raikkonen,2019
617,21,Abu Dhabi,21.778,stroll,2019
618,21,Abu Dhabi,21.688,kubica,2019
619,21,Abu Dhabi,21.023,max_verstappen,2019
620,21,Abu Dhabi,22.178,hamilton,2019
621,21,Abu Dhabi,22.188,giovinazzi,2019
622,21,Abu Dhabi,21.145,bottas,2019
623,21,Abu Dhabi,22.272,russell,2019
624,21,Abu Dhabi,22.230,perez,2019
625,21,Abu Dhabi,21.274,leclerc,2019
626,21,Abu Dhabi,21.858,vettel,2019
627,21,Abu Dhabi,21.496,kvyat,2019
628,21,Abu Dhabi,21.466,sainz,2019
629,1,Austria,23.280,grosjean,2020
630,1,Austria,23.229,raikkonen,2020
631,1,Austria,23.659,giovinazzi,2020
632,1,Austria,21.417,russell,2020
633,1,Austria,21.937,bottas,2020
634,1,Austria,21.850,hamilton,2020
635,1,Austria,21.279,albon,2020
636,1,Austria,23.637,norris,2020
637,1,Austria,22.383,perez,2020
638,1,Austria,22.756,leclerc,2020
639,1,Austria,23.827,sainz,2020
640,1,Austria,22.231,vettel,2020
641,1,Austria,22.466,gasly,2020
642,1,Austria,22.769,kvyat,2020
643,1,Austria,21.683,ocon,2020
644,1,Austria,22.058,latifi,2020
645,1,Austria,21.842,albon,2020
646,1,Austria,21.921,norris,2020
647,1,Austria,21.972,leclerc,2020
648,1,Austria,21.622,kvyat,2020
649,1,Austria,21.569,raikkonen,2020
650,1,Austria,22.738,vettel,2020
651,1,Austria,21.918,latifi,2020
652,1,Austria,21.805,sainz,2020
653,1,Austria,22.800,giovinazzi,2020
654,1,Austria,16.407,bottas,2020
655,1,Austria,16.365,hamilton,2020
656,1,Austria,16.546,perez,2020
657,1,Austria,18.163,norris,2020
658,1,Austria,17.035,albon,2020
659,1,Austria,18.748,leclerc,2020
660,1,Austria,19.911,gasly,2020
661,1,Austria,20.064,sainz,2020
662,1,Austria,19.626,ocon,2020
663,1,Austria,19.656,kvyat,2020
664,1,Austria,19.330,vettel,2020
665,1,Austria,19.488,latifi,2020
666,2,Austria,39.715,leclerc,2020
667,2,Austria,20.937,max_verstappen,2020
668,2,Austria,21.950,gasly,2020
669,2,Austria,21.729,hamilton,2020
670,2,Austria,21.977,kevin_magnussen,2020
671,2,Austria,25.983,sainz,2020
672,2,Austria,22.745,latifi,2020
673,2,Austria,22.118,stroll,2020
674,2,Austria,21.376,bottas,2020
675,2,Austria,21.697,russell,2020
676,2,Austria,21.505,albon,2020
677,2,Austria,22.197,kvyat,2020
678,2,Austria,21.603,ricciardo,2020
679,2,Austria,22.444,grosjean,2020
680,2,Austria,22.761,perez,2020
681,2,Austria,22.406,norris,2020
