,GP,Circuit,PitstopT,Driver,Year
3604,21,Las Vegas,25.047,hamilton,2023
3605,21,Las Vegas,22.242,ricciardo,2023
3606,21,Las Vegas,21.763,ocon,2023
3607,21,Las Vegas,22.559,leclerc,2023
3608,21,Las Vegas,20.894,tsunoda,2023
3609,21,Las Vegas,21.575,bottas,2023
3610,21,Las Vegas,21.568,perez,2023
3611,21,Las Vegas,22.570,stroll,2023
3612,21,Las Vegas,21.323,max_verstappen,2023
3613,21,Las Vegas,21.952,russell,2023
3614,21,Las Vegas,22.630,sainz,2023
3615,21,Las Vegas,23.214,alonso,2023
3616,21,Las Vegas,22.155,zhou,2023
3617,21,Las Vegas,21.868,kevin_magnussen,2023
3618,21,Las Vegas,25.453,hulkenberg,2023
3619,21,Las Vegas,22.508,hamilton,2023
3620,22,Abu Dhabi,22.764,kevin_magnussen,2023
3621,22,Abu Dhabi,21.692,ricciardo,2023
3622,22,Abu Dhabi,22.462,alonso,2023
3623,22,Abu Dhabi,21.697,piastri,2023
3624,22,Abu Dhabi,21.861,hulkenberg,2023
3625,22,Abu Dhabi,22.867,zhou,2023
3626,22,Abu Dhabi,24.061,norris,2023
3627,22,Abu Dhabi,21.650,russell,2023
3628,22,Abu Dhabi,22.195,hamilton,2023
3629,22,Abu Dhabi,22.160,ocon,2023
3630,22,Abu Dhabi,22.124,sargeant,2023
3631,22,Abu Dhabi,21.662,max_verstappen,2023
3632,22,Abu Dhabi,22.170,albon,2023
3633,22,Abu Dhabi,21.919,leclerc,2023
3634,22,Abu Dhabi,21.446,perez,2023
3635,22,Abu Dhabi,23.091,gasly,2023
3636,22,Abu Dhabi,21.486,tsunoda,2023
3637,22,Abu Dhabi,21.866,stroll,2023
3638,22,Abu Dhabi,22.163,kevin_magnussen,2023
3639,22,Abu Dhabi,21.229,sainz,2023
3640,22,Abu Dhabi,22.665,bottas,2023
3641,22,Abu Dhabi,21.740,ricciardo,2023
3642,22,Abu Dhabi,23.478,gasly,2023
3643,22,Abu Dhabi,21.432,norris,2023
3644,22,Abu Dhabi,22.081,hulkenberg,2023
3645,22,Abu Dhabi,22.084,russell,2023
3646,22,Abu Dhabi,21.246,leclerc,2023
3647,22,Abu Dhabi,22.045,hamilton,2023
3648,22,Abu Dhabi,21.156,piastri,2023
3649,22,Abu Dhabi,21.841,alonso,2023
3650,22,Abu Dhabi,22.345,zhou,2023
3651,22,Abu Dhabi,21.880,sargeant,2023
3652,22,Abu Dhabi,21.274,perez,2023
3653,22,Abu Dhabi,21.667,stroll,2023
3654,22,Abu Dhabi,21.275,max_verstappen,2023
3655,22,Abu Dhabi,21.919,albon,2023
