,Driver,Stint,Compound,GP,Year,StintLength
2063,NOR,5.0,MEDIUM,Monaco,2022,12
2064,NOR,5.0,SOFT,Brazil,2023,11
2065,NOR,6.0,HARD,Brazil,2021,29
2066,NOR,6.0,SOFT,Bahrain,2023,6
2067,NOR,6.0,SOFT,Canada,2020,12
2068,OCO,1.0,HARD,Austin,2022,15
2069,OCO,1.0,HARD,Azerbaijan,2022,29
2070,OCO,1.0,HARD,Azerbaijan,2023,43
2071,OCO,1.0,HARD,Mexico,2023,27
2072,OCO,1.0,HARD,Miami,2022,38
2073,OCO,1.0,HARD,Miami,2023,37
2074,OCO,1.0,MEDIUM,Abu Dhabi,2020,8
2075,OCO,1.0,MEDIUM,Abu Dhabi,2022,12
2076,OCO,1.0,MEDIUM,Abu Dhabi,2023,13
2077,OCO,1.0,MEDIUM,Austin,2021,1
2078,OCO,1.0,MEDIUM,Austin,2023,1
2079,OCO,1.0,MEDIUM,Australia,2022,8
2080,OCO,1.0,MEDIUM,Austria,2020,17
2081,OCO,1.0,MEDIUM,Austria,2021,22
2082,OCO,1.0,MEDIUM,Austria,2022,14
2083,OCO,1.0,MEDIUM,Belgium,2022,7
2084,OCO,1.0,MEDIUM,Brazil,2021,1
2085,OCO,1.0,MEDIUM,Canada,2022,15
2086,OCO,1.0,MEDIUM,Canada,2023,9
2087,OCO,1.0,MEDIUM,China,2022,15
2088,OCO,1.0,MEDIUM,China,2023,9
2089,OCO,1.0,MEDIUM,Hungary,2022,19
2090,OCO,1.0,MEDIUM,Imola,2023,22
2091,OCO,1.0,MEDIUM,Mexico,2022,31
2092,OCO,1.0,MEDIUM,Monaco,2023,30
2093,OCO,1.0,MEDIUM,Monza,2021,24
2094,OCO,1.0,MEDIUM,Monza,2023,22
2095,OCO,1.0,MEDIUM,Qatar,2022,14
2096,OCO,1.0,MEDIUM,Saudi Arabia,2021,8
2097,OCO,1.0,MEDIUM,Saudi Arabia,2022,12
2098,OCO,1.0,MEDIUM,Saudi Arabia,2023,14
2099,OCO,1.0,MEDIUM,Singapore,2023,18
2100,OCO,1.0,SOFT,Abu Dhabi,2021,13
2101,OCO,1.0,SOFT,Azerbaijan,2021,1
2102,OCO,1.0,SOFT,Bahrain,2021,6
2103,OCO,1.0,SOFT,Bahrain,2022,11
2104,OCO,1.0,SOFT,Bahrain,2023,7
2105,OCO,1.0,SOFT,Belgium,2020,9
2106,OCO,1.0,SOFT,Belgium,2023,1
2107,OCO,1.0,SOFT,Brazil,2022,16
2108,OCO,1.0,SOFT,Great Britain,2020,2
2109,OCO,1.0,SOFT,Great Britain,2023,8
2110,OCO,1.0,SOFT,Monaco,2020,18
2111,OCO,1.0,SOFT,Monaco,2021,23
2112,OCO,1.0,SOFT,Monza,2020,18
2113,OCO,1.0,SOFT,Monza,2022,16
2114,OCO,1.0,SOFT,Spain,2022,11
2115,OCO,1.0,SOFT,Spain,2023,8
2116,OCO,2.0,HARD,Abu Dhabi,2020,42
2117,OCO,2.0,HARD,Abu Dhabi,2021,34
2118,OCO,2.0,HARD,Abu Dhabi,2022,26
2119,OCO,2.0,HARD,Abu Dhabi,2023,42
2120,OCO,2.0,HARD,Austin,2021,20
2121,OCO,2.0,HARD,Austin,2022,20
2122,OCO,2.0,HARD,Australia,2022,32
2123,OCO,2.0,HARD,Australia,2023,3
2124,OCO,2.0,HARD,Austria,2020,20
2125,OCO,2.0,HARD,Austria,2021,33
2126,OCO,2.0,HARD,Bahrain,2023,1
2127,OCO,2.0,HARD,Belgium,2020,30
2128,OCO,2.0,HARD,Belgium,2022,18
2129,OCO,2.0,HARD,Canada,2022,28
2130,OCO,2.0,HARD,Canada,2023,18
2131,OCO,2.0,HARD,China,2022,28
2132,OCO,2.0,HARD,China,2023,18
2133,OCO,2.0,HARD,Great Britain,2020,32
2134,OCO,2.0,HARD,Hungary,2022,42
2135,OCO,2.0,HARD,Imola,2023,13
2136,OCO,2.0,HARD,Japan,2023,18
2137,OCO,2.0,HARD,Mexico,2021,45
2138,OCO,2.0,HARD,Mexico,2022,32
2139,OCO,2.0,HARD,Monaco,2023,19
2140,OCO,2.0,HARD,Monza,2021,22
2141,OCO,2.0,HARD,Monza,2022,26
2142,OCO,2.0,HARD,Monza,2023,13
2143,OCO,2.0,HARD,Qatar,2021,28
2144,OCO,2.0,HARD,Saudi Arabia,2022,26
2145,OCO,2.0,HARD,Saudi Arabia,2023,30
2146,OCO,2.0,HARD,Singapore,2023,17
2147,OCO,2.0,MEDIUM,Austria,2023,8
2148,OCO,2.0,MEDIUM,Azerbaijan,2022,17
2149,OCO,2.0,MEDIUM,Bahrain,2020,8
2150,OCO,2.0,MEDIUM,Bahrain,2021,15
2151,OCO,2.0,MEDIUM,Bahrain,2022,14
2152,OCO,2.0,MEDIUM,Belgium,2023,11
2153,OCO,2.0,MEDIUM,Brazil,2022,21
2154,OCO,2.0,MEDIUM,Great Britain,2021,11
2155,OCO,2.0,MEDIUM,Imola,2022,38
2156,OCO,2.0,MEDIUM,Mexico,2023,35
2157,OCO,2.0,MEDIUM,Miami,2023,17
2158,OCO,2.0,MEDIUM,Monaco,2020,1
2159,OCO,2.0,MEDIUM,Monaco,2021,36
2160,OCO,2.0,MEDIUM,Monza,2020,1
2161,OCO,2.0,MEDIUM,Qatar,2023,13
2162,OCO,2.0,MEDIUM,Spain,2021,8
2163,OCO,2.0,MEDIUM,Spain,2022,18
2164,OCO,2.0,MEDIUM,Spain,2023,20
2165,OCO,2.0,SOFT,Great Britain,2022,19
2166,OCO,2.0,SOFT,Miami,2022,11
2167,OCO,2.0,SOFT,Spain,2020,12
2168,OCO,3.0,HARD,Abu Dhabi,2022,16
2169,OCO,3.0,HARD,Australia,2023,41
2170,OCO,3.0,HARD,Austria,2020,11
2171,OCO,3.0,HARD,Austria,2022,47
2172,OCO,3.0,HARD,Austria,2023,23
2173,OCO,3.0,HARD,Bahrain,2021,22
2174,OCO,3.0,HARD,Bahrain,2022,11
2175,OCO,3.0,HARD,Bahrain,2023,14
2176,OCO,3.0,HARD,Canada,2023,33
2177,OCO,3.0,HARD,China,2023,33
2178,OCO,3.0,HARD,Great Britain,2021,32
2179,OCO,3.0,HARD,Great Britain,2022,14
2180,OCO,3.0,HARD,Japan,2023,23
2181,OCO,3.0,HARD,Qatar,2022,47
2182,OCO,3.0,HARD,Qatar,2023,16
2183,OCO,3.0,HARD,Saudi Arabia,2021,23
2184,OCO,3.0,HARD,Spain,2023,30
2185,OCO,3.0,MEDIUM,Austin,2021,13
2186,OCO,3.0,MEDIUM,Austin,2022,10
2187,OCO,3.0,MEDIUM,Bahrain,2020,15
2188,OCO,3.0,MEDIUM,Belgium,2022,11
2189,OCO,3.0,MEDIUM,Brazil,2021,5
2190,OCO,3.0,MEDIUM,Canada,2022,16
2191,OCO,3.0,MEDIUM,China,2022,16
2192,OCO,3.0,MEDIUM,Hungary,2021,19
2193,OCO,3.0,MEDIUM,Monaco,2022,23
2194,OCO,3.0,SOFT,Belgium,2023,18
2195,OCO,3.0,SOFT,Brazil,2022,15
2196,OCO,3.0,SOFT,Brazil,2023,8
2197,OCO,3.0,SOFT,Monaco,2020,25
2198,OCO,3.0,SOFT,Monza,2020,25
2199,OCO,3.0,SOFT,Netherlands,2023,24
2200,OCO,3.0,SOFT,Spain,2022,15
2201,OCO,4.0,HARD,Austria,2023,28
2202,OCO,4.0,HARD,Bahrain,2020,18
2203,OCO,4.0,HARD,Bahrain,2023,6
2204,OCO,4.0,HARD,Brazil,2021,35
2205,OCO,4.0,HARD,Hungary,2021,32
2206,OCO,4.0,MEDIUM,Brazil,2023,15
2207,OCO,4.0,MEDIUM,Qatar,2023,13
2208,OCO,4.0,SOFT,Bahrain,2022,7
2209,OCO,4.0,SOFT,Netherlands,2023,16
2210,OCO,4.0,SOFT,Spain,2022,13
2211,OCO,5.0,SOFT,Brazil,2023,18
2212,OCO,6.0,MEDIUM,Imola,2021,24
2213,OCO,6.0,SOFT,Brazil,2023,18
2214,PER,1.0,HARD,Abu Dhabi,2020,7
2215,PER,1.0,HARD,Canada,2022,5
2216,PER,1.0,HARD,Canada,2023,29
2217,PER,1.0,HARD,China,2022,5
2218,PER,1.0,HARD,China,2023,29
2219,PER,1.0,HARD,Hungary,2023,19
2220,PER,1.0,HARD,Qatar,2023,3
2221,PER,1.0,HARD,Singapore,2023,30
2222,PER,1.0,MEDIUM,Abu Dhabi,2019,32
2223,PER,1.0,MEDIUM,Abu Dhabi,2022,15
2224,PER,1.0,MEDIUM,Abu Dhabi,2023,15
2225,PER,1.0,MEDIUM,Austin,2019,7
2226,PER,1.0,MEDIUM,Austin,2021,12
2227,PER,1.0,MEDIUM,Austin,2022,13
2228,PER,1.0,MEDIUM,Austin,2023,16
2229,PER,1.0,MEDIUM,Australia,2022,14
2230,PER,1.0,MEDIUM,Austria,2019,25
2231,PER,1.0,MEDIUM,Azerbaijan,2022,13
2232,PER,1.0,MEDIUM,Azerbaijan,2023,9
2233,PER,1.0,MEDIUM,Belgium,2022,10
2234,PER,1.0,MEDIUM,Brazil,2021,4
2235,PER,1.0,MEDIUM,China,2019,16
2236,PER,1.0,MEDIUM,Great Britain,2019,16
2237,PER,1.0,MEDIUM,Great Britain,2023,27
2238,PER,1.0,MEDIUM,Imola,2023,21
2239,PER,1.0,MEDIUM,Mexico,2019,17
2240,PER,1.0,MEDIUM,Mexico,2021,35
2241,PER,1.0,MEDIUM,Miami,2022,24
2242,PER,1.0,MEDIUM,Miami,2023,18
2243,PER,1.0,MEDIUM,Monaco,2019,2
2244,PER,1.0,MEDIUM,Monza,2019,23
2245,PER,1.0,MEDIUM,Monza,2021,24
2246,PER,1.0,MEDIUM,Monza,2022,4
2247,PER,1.0,MEDIUM,Monza,2023,21
2248,PER,1.0,MEDIUM,Qatar,2021,2
2249,PER,1.0,MEDIUM,Saudi Arabia,2021,8
2250,PER,1.0,MEDIUM,Saudi Arabia,2022,14
2251,PER,1.0,MEDIUM,Saudi Arabia,2023,17
2252,PER,1.0,MEDIUM,Singapore,2019,2
2253,PER,1.0,MEDIUM,Spain,2023,22
2254,PER,1.0,SOFT,Abu Dhabi,2021,18
2255,PER,1.0,SOFT,Australia,2019,9
2256,PER,1.0,SOFT,Austria,2020,19
2257,PER,1.0,SOFT,Austria,2021,24
2258,PER,1.0,SOFT,Azerbaijan,2019,4
2259,PER,1.0,SOFT,Azerbaijan,2021,12
2260,PER,1.0,SOFT,Bahrain,2019,5
2261,PER,1.0,SOFT,Bahrain,2022,13
2262,PER,1.0,SOFT,Bahrain,2023,15
2263,PER,1.0,SOFT,Belgium,2019,9
2264,PER,1.0,SOFT,Belgium,2020,12
2265,PER,1.0,SOFT,Belgium,2023,12
2266,PER,1.0,SOFT,Brazil,2019,10
2267,PER,1.0,SOFT,Brazil,2022,16
2268,PER,1.0,SOFT,Hungary,2022,15
2269,PER,1.0,SOFT,Japan,2019,15
2270,PER,1.0,SOFT,Mexico,2022,21
2271,PER,1.0,SOFT,Monaco,2020,18
2272,PER,1.0,SOFT,Monaco,2021,26
2273,PER,1.0,SOFT,Monza,2020,18
2274,PER,1.0,SOFT,Spain,2019,1
2275,PER,1.0,SOFT,Spain,2021,1
2276,PER,1.0,SOFT,Spain,2022,14
2277,PER,2.0,HARD,Abu Dhabi,2019,16
2278,PER,2.0,HARD,Abu Dhabi,2021,13
2279,PER,2.0,HARD,Abu Dhabi,2022,17
2280,PER,2.0,HARD,Abu Dhabi,2023,24
2281,PER,2.0,HARD,Austin,2019,26
2282,PER,2.0,HARD,Austin,2022,15
2283,PER,2.0,HARD,Australia,2019,40
2284,PER,2.0,HARD,Australia,2022,30
2285,PER,2.0,HARD,Austria,2019,41
2286,PER,2.0,HARD,Austria,2021,26
2287,PER,2.0,HARD,Austria,2022,1
2288,PER,2.0,HARD,Azerbaijan,2021,27
2289,PER,2.0,HARD,Azerbaijan,2022,15
2290,PER,2.0,HARD,Azerbaijan,2023,38
2291,PER,2.0,HARD,Belgium,2020,25
2292,PER,2.0,HARD,Canada,2019,46
2293,PER,2.0,HARD,China,2019,33
2294,PER,2.0,HARD,Great Britain,2021,9
2295,PER,2.0,HARD,Hungary,2019,15
2296,PER,2.0,HARD,Imola,2023,29
2297,PER,2.0,HARD,Japan,2023,6
2298,PER,2.0,HARD,Mexico,2019,50
2299,PER,2.0,HARD,Mexico,2021,30
2300,PER,2.0,HARD,Miami,2022,12
2301,PER,2.0,HARD,Miami,2023,36
2302,PER,2.0,HARD,Monaco,2019,48
2303,PER,2.0,HARD,Monaco,2021,42
2304,PER,2.0,HARD,Monaco,2023,30
2305,PER,2.0,HARD,Monza,2021,22
2306,PER,2.0,HARD,Monza,2022,32
2307,PER,2.0,HARD,Monza,2023,29
2308,PER,2.0,HARD,Qatar,2021,16
2309,PER,2.0,HARD,Qatar,2022,1
2310,PER,2.0,HARD,Saudi Arabia,2022,27
2311,PER,2.0,HARD,Saudi Arabia,2023,30
2312,PER,2.0,HARD,Singapore,2019,19
2313,PER,2.0,HARD,Spain,2023,21
2314,PER,2.0,MEDIUM,Austin,2021,15
2315,PER,2.0,MEDIUM,Austin,2023,19
2316,PER,2.0,MEDIUM,Austria,2020,20
2317,PER,2.0,MEDIUM,Austria,2023,17
2318,PER,2.0,MEDIUM,Azerbaijan,2019,37
2319,PER,2.0,MEDIUM,Bahrain,2019,23
2320,PER,2.0,MEDIUM,Bahrain,2020,11
2321,PER,2.0,MEDIUM,Bahrain,2022,16
2322,PER,2.0,MEDIUM,Belgium,2019,27
2323,PER,2.0,MEDIUM,Belgium,2022,11
2324,PER,2.0,MEDIUM,Belgium,2023,11
2325,PER,2.0,MEDIUM,Brazil,2019,26
2326,PER,2.0,MEDIUM,Brazil,2022,22
2327,PER,2.0,MEDIUM,Canada,2023,29
2328,PER,2.0,MEDIUM,China,2023,29
2329,PER,2.0,MEDIUM,Great Britain,2022,2
2330,PER,2.0,MEDIUM,Hungary,2020,3
2331,PER,2.0,MEDIUM,Hungary,2022,22
2332,PER,2.0,MEDIUM,Hungary,2023,16
2333,PER,2.0,MEDIUM,Imola,2022,27
2334,PER,2.0,MEDIUM,Japan,2019,19
2335,PER,2.0,MEDIUM,Mexico,2022,45
2336,PER,2.0,MEDIUM,Qatar,2023,12
2337,PER,2.0,MEDIUM,Singapore,2022,19
2338,PER,2.0,MEDIUM,Singapore,2023,20
2339,PER,2.0,MEDIUM,Spain,2019,17
2340,PER,2.0,MEDIUM,Spain,2020,13
2341,PER,2.0,MEDIUM,Spain,2021,27
2342,PER,2.0,MEDIUM,Spain,2022,18
2343,PER,2.0,SOFT,Bahrain,2023,15
2344,PER,2.0,SOFT,Great Britain,2023,16
2345,PER,2.0,SOFT,Monza,2019,23
2346,PER,3.0,HARD,Abu Dhabi,2021,15
2347,PER,3.0,HARD,Abu Dhabi,2022,24
2348,PER,3.0,HARD,Abu Dhabi,2023,15
2349,PER,3.0,HARD,Austin,2021,25
2350,PER,3.0,HARD,Austin,2023,18
2351,PER,3.0,HARD,Australia,2023,3
2352,PER,3.0,HARD,Austria,2022,2
2353,PER,3.0,HARD,Azerbaijan,2022,16
2354,PER,3.0,HARD,Bahrain,2020,14
2355,PER,3.0,HARD,Bahrain,2021,30
2356,PER,3.0,HARD,Bahrain,2023,21
2357,PER,3.0,HARD,Belgium,2022,16
2358,PER,3.0,HARD,Hungary,2020,31
2359,PER,3.0,HARD,Qatar,2022,2
2360,PER,3.0,MEDIUM,Austin,2022,17
2361,PER,3.0,MEDIUM,Austria,2020,11
2362,PER,3.0,MEDIUM,Austria,2021,16
2363,PER,3.0,MEDIUM,Austria,2023,23
2364,PER,3.0,MEDIUM,Bahrain,2019,19
2365,PER,3.0,MEDIUM,Brazil,2021,14
2366,PER,3.0,MEDIUM,Brazil,2022,16
2367,PER,3.0,MEDIUM,Great Britain,2021,19
2368,PER,3.0,MEDIUM,Great Britain,2022,32
2369,PER,3.0,MEDIUM,Hungary,2022,25
2370,PER,3.0,MEDIUM,Hungary,2023,27
2371,PER,3.0,MEDIUM,Miami,2022,11
2372,PER,3.0,MEDIUM,Monaco,2020,25
2373,PER,3.0,MEDIUM,Monaco,2023,15
2374,PER,3.0,MEDIUM,Monza,2020,25
2375,PER,3.0,MEDIUM,Qatar,2021,12
2376,PER,3.0,MEDIUM,Qatar,2023,10
2377,PER,3.0,MEDIUM,Spain,2022,14
2378,PER,3.0,SOFT,Bahrain,2022,9
2379,PER,3.0,SOFT,Belgium,2023,14
2380,PER,3.0,SOFT,Brazil,2019,12
2381,PER,3.0,SOFT,Brazil,2023,15
2382,PER,3.0,SOFT,Canada,2020,7
2383,PER,3.0,SOFT,Canada,2023,1
2384,PER,3.0,SOFT,China,2023,1
2385,PER,3.0,SOFT,Great Britain,2019,21
2386,PER,3.0,SOFT,Imola,2021,26
2387,PER,3.0,SOFT,Imola,2022,12
2388,PER,3.0,SOFT,Japan,2019,9
2389,PER,3.0,SOFT,Monza,2022,4
2390,PER,3.0,SOFT,Netherlands,2023,26
2391,PER,3.0,SOFT,Spain,2019,13
2392,PER,3.0,SOFT,Spain,2021,8
2393,PER,3.0,SOFT,Spain,2023,15
2394,PER,4.0,HARD,Australia,2023,40
2395,PER,4.0,HARD,Austria,2023,20
2396,PER,4.0,HARD,Bahrain,2020,16
2397,PER,4.0,HARD,Brazil,2021,11
2398,PER,4.0,MEDIUM,Bahrain,2021,17
2399,PER,4.0,MEDIUM,Brazil,2023,24
2400,PER,4.0,MEDIUM,Canada,2020,13
2401,PER,4.0,MEDIUM,Great Britain,2021,9
2402,PER,4.0,MEDIUM,Monaco,2022,30
2403,PER,4.0,MEDIUM,Qatar,2023,13
2404,PER,4.0,SOFT,Bahrain,2022,6
2405,PER,4.0,SOFT,Great Britain,2019,4
2406,PER,4.0,SOFT,Great Britain,2022,10
2407,PER,4.0,SOFT,Netherlands,2023,14
2408,PER,4.0,SOFT,Spain,2022,12
2409,PER,5.0,HARD,Brazil,2021,25
2410,PER,5.0,SOFT,Azerbaijan,2021,1
2411,PER,5.0,SOFT,Brazil,2023,24
2412,PER,5.0,SOFT,Great Britain,2021,2
2413,PER,6.0,SOFT,Brazil,2021,1
2414,PER,6.0,SOFT,Canada,2020,12
2415,PIA,1.0,HARD,Monaco,2023,47
2416,PIA,1.0,MEDIUM,Abu Dhabi,2023,12
2417,PIA,1.0,MEDIUM,Austin,2023,8
2418,PIA,1.0,MEDIUM,Australia,2023,3
2419,PIA,1.0,MEDIUM,Azerbaijan,2023,6
2420,PIA,1.0,MEDIUM,Canada,2023,8
2421,PIA,1.0,MEDIUM,China,2023,8
2422,PIA,1.0,MEDIUM,Great Britain,2023,28
2423,PIA,1.0,MEDIUM,Hungary,2023,16
2424,PIA,1.0,MEDIUM,Imola,2023,22
2425,PIA,1.0,MEDIUM,Japan,2023,8
2426,PIA,1.0,MEDIUM,Mexico,2023,22
2427,PIA,1.0,MEDIUM,Monza,2023,22
2428,PIA,1.0,MEDIUM,Qatar,2023,6
2429,PIA,1.0,MEDIUM,Singapore,2023,17
2430,PIA,1.0,SOFT,Miami,2023,3
2431,PIA,1.0,SOFT,Netherlands,2023,5
2432,PIA,1.0,SOFT,Spain,2023,8
2433,PIA,2.0,HARD,Abu Dhabi,2023,22
2434,PIA,2.0,HARD,Australia,2023,41
2435,PIA,2.0,HARD,Azerbaijan,2023,37
2436,PIA,2.0,HARD,Canada,2023,19
2437,PIA,2.0,HARD,China,2023,19
2438,PIA,2.0,HARD,Great Britain,2023,15
2439,PIA,2.0,HARD,Hungary,2023,22
2440,PIA,2.0,HARD,Imola,2023,16
2441,PIA,2.0,HARD,Japan,2023,21
2442,PIA,2.0,HARD,Mexico,2023,6
2443,PIA,2.0,HARD,Miami,2023,49
2444,PIA,2.0,HARD,Monza,2023,16
2445,PIA,2.0,HARD,Saudi Arabia,2023,43
2446,PIA,2.0,HARD,Singapore,2023,35
2447,PIA,2.0,HARD,Spain,2023,20
2448,PIA,2.0,MEDIUM,Austria,2023,8
2449,PIA,2.0,MEDIUM,Qatar,2023,10
2450,PIA,2.0,SOFT,Netherlands,2023,23
2451,PIA,3.0,HARD,Abu Dhabi,2023,21
2452,PIA,3.0,HARD,Austria,2023,4
2453,PIA,3.0,HARD,Canada,2023,32
2454,PIA,3.0,HARD,China,2023,32
2455,PIA,3.0,HARD,Japan,2023,17
2456,PIA,3.0,MEDIUM,Brazil,2023,16
2457,PIA,3.0,MEDIUM,Hungary,2023,27
2458,PIA,3.0,MEDIUM,Imola,2023,8
2459,PIA,3.0,MEDIUM,Mexico,2023,35
2460,PIA,3.0,MEDIUM,Monza,2023,8
2461,PIA,3.0,MEDIUM,Netherlands,2023,12
2462,PIA,3.0,MEDIUM,Qatar,2023,16
2463,PIA,3.0,MEDIUM,Spain,2023,25
2464,PIA,4.0,HARD,Austria,2023,16
2465,PIA,4.0,HARD,Qatar,2023,13
2466,PIA,4.0,SOFT,Brazil,2023,26
2467,PIA,5.0,MEDIUM,Austria,2023,25
2468,PIA,5.0,SOFT,Brazil,2023,15
2469,RAI,1.0,HARD,Austria,2021,23
2470,RAI,1.0,MEDIUM,Abu Dhabi,2019,15
2471,RAI,1.0,MEDIUM,Abu Dhabi,2020,8
2472,RAI,1.0,MEDIUM,Abu Dhabi,2021,17
2473,RAI,1.0,MEDIUM,Austin,2021,10
2474,RAI,1.0,MEDIUM,Austria,2020,15
2475,RAI,1.0,MEDIUM,Azerbaijan,2021,10
2476,RAI,1.0,MEDIUM,Bahrain,2021,7
2477,RAI,1.0,MEDIUM,Belgium,2020,8
2478,RAI,1.0,MEDIUM,Brazil,2021,1
2479,RAI,1.0,MEDIUM,China,2019,20
2480,RAI,1.0,MEDIUM,Great Britain,2019,13
2481,RAI,1.0,MEDIUM,Japan,2019,5
2482,RAI,1.0,MEDIUM,Mexico,2019,12
2483,RAI,1.0,MEDIUM,Mexico,2021,22
2484,RAI,1.0,MEDIUM,Monaco,2020,16
2485,RAI,1.0,MEDIUM,Monaco,2021,29
2486,RAI,1.0,MEDIUM,Monza,2019,10
2487,RAI,1.0,MEDIUM,Monza,2020,16
2488,RAI,1.0,MEDIUM,Saudi Arabia,2021,7
2489,RAI,1.0,MEDIUM,Singapore,2019,5
2490,RAI,1.0,SOFT,Austin,2019,1
2491,RAI,1.0,SOFT,Australia,2019,10
2492,RAI,1.0,SOFT,Austria,2019,21
2493,RAI,1.0,SOFT,Azerbaijan,2019,1
2494,RAI,1.0,SOFT,Bahrain,2019,6
2495,RAI,1.0,SOFT,Brazil,2019,18
2496,RAI,1.0,SOFT,Monaco,2019,13
2497,RAI,2.0,HARD,Abu Dhabi,2019,31
2498,RAI,2.0,HARD,Abu Dhabi,2020,41
2499,RAI,2.0,HARD,Abu Dhabi,2021,2
2500,RAI,2.0,HARD,Austin,2019,20
2501,RAI,2.0,HARD,Austria,2019,46
2502,RAI,2.0,HARD,Austria,2020,20
2503,RAI,2.0,HARD,Azerbaijan,2021,25
2504,RAI,2.0,HARD,Bahrain,2021,14
2505,RAI,2.0,HARD,Belgium,2020,30
2506,RAI,2.0,HARD,Canada,2019,35
2507,RAI,2.0,HARD,China,2019,27
2508,RAI,2.0,HARD,Great Britain,2019,28
2509,RAI,2.0,HARD,Great Britain,2020,24
2510,RAI,2.0,HARD,Japan,2019,16
2511,RAI,2.0,HARD,Mexico,2019,34
2512,RAI,2.0,HARD,Mexico,2021,36
2513,RAI,2.0,HARD,Monaco,2020,1
2514,RAI,2.0,HARD,Monaco,2021,30
2515,RAI,2.0,HARD,Monza,2020,1
2516,RAI,2.0,HARD,Singapore,2019,19
2517,RAI,2.0,HARD,Spain,2019,12
2518,RAI,2.0,MEDIUM,Austin,2021,17
2519,RAI,2.0,MEDIUM,Australia,2019,44
2520,RAI,2.0,MEDIUM,Austria,2021,33
2521,RAI,2.0,MEDIUM,Azerbaijan,2019,40
2522,RAI,2.0,MEDIUM,Bahrain,2019,22
2523,RAI,2.0,MEDIUM,Bahrain,2020,6
2524,RAI,2.0,MEDIUM,Brazil,2019,24
2525,RAI,2.0,MEDIUM,Great Britain,2021,8
2526,RAI,2.0,MEDIUM,Hungary,2019,32
2527,RAI,2.0,MEDIUM,Monaco,2019,26
2528,RAI,2.0,MEDIUM,Monza,2019,4
2529,RAI,2.0,MEDIUM,Spain,2020,1
2530,RAI,2.0,SOFT,Spain,2021,19
2531,RAI,3.0,HARD,Austin,2021,20
2532,RAI,3.0,HARD,Bahrain,2020,20
2533,RAI,3.0,HARD,Great Britain,2021,30
2534,RAI,3.0,HARD,Hungary,2020,27
2535,RAI,3.0,HARD,Qatar,2021,21
2536,RAI,3.0,HARD,Saudi Arabia,2021,6
2537,RAI,3.0,MEDIUM,Bahrain,2021,26
2538,RAI,3.0,MEDIUM,Belgium,2019,23
2539,RAI,3.0,MEDIUM,Mexico,2019,4
2540,RAI,3.0,SOFT,Austin,2019,14
2541,RAI,3.0,SOFT,Bahrain,2019,20
2542,RAI,3.0,SOFT,Brazil,2019,10
2543,RAI,3.0,SOFT,Canada,2019,10
2544,RAI,3.0,SOFT,Great Britain,2020,2
2545,RAI,3.0,SOFT,Japan,2019,15
2546,RAI,3.0,SOFT,Monaco,2020,25
2547,RAI,3.0,SOFT,Monza,2019,22
2548,RAI,3.0,SOFT,Monza,2020,25
2549,RAI,3.0,SOFT,Spain,2019,12
2550,RAI,3.0,SOFT,Spain,2020,19
2551,RAI,4.0,HARD,Brazil,2021,19
2552,RAI,4.0,HARD,Hungary,2021,29
2553,RAI,4.0,MEDIUM,Bahrain,2020,11
2554,RAI,4.0,MEDIUM,Imola,2021,27
2555,RAI,4.0,MEDIUM,Saudi Arabia,2021,15
2556,RAI,4.0,SOFT,Azerbaijan,2021,1
2557,RAI,4.0,SOFT,Belgium,2019,11
2558,RAI,5.0,HARD,Canada,2020,10
2559,RAI,5.0,MEDIUM,Brazil,2021,17
2560,RAI,5.0,SOFT,Hungary,2021,14
2561,RAI,7.0,SOFT,Canada,2020,12
2562,RIC,1.0,HARD,Abu Dhabi,2020,34
2563,RIC,1.0,HARD,Azerbaijan,2022,29
2564,RIC,1.0,HARD,Mexico,2019,47
2565,RIC,1.0,HARD,Saudi Arabia,2021,7
2566,RIC,1.0,MEDIUM,Abu Dhabi,2022,17
2567,RIC,1.0,MEDIUM,Abu Dhabi,2023,6
2568,RIC,1.0,MEDIUM,Austin,2021,10
2569,RIC,1.0,MEDIUM,Austin,2022,8
2570,RIC,1.0,MEDIUM,Austin,2023,18
2571,RIC,1.0,MEDIUM,Australia,2022,13
2572,RIC,1.0,MEDIUM,Austria,2019,41
2573,RIC,1.0,MEDIUM,Austria,2021,28
2574,RIC,1.0,MEDIUM,Austria,2022,7
2575,RIC,1.0,MEDIUM,Belgium,2022,7
2576,RIC,1.0,MEDIUM,Brazil,2019,3
2577,RIC,1.0,MEDIUM,Brazil,2021,1
2578,RIC,1.0,MEDIUM,Canada,2022,15
2579,RIC,1.0,MEDIUM,China,2022,15
2580,RIC,1.0,MEDIUM,Hungary,2023,8
2581,RIC,1.0,MEDIUM,Japan,2019,23
2582,RIC,1.0,MEDIUM,Mexico,2022,40
2583,RIC,1.0,MEDIUM,Mexico,2023,24
2584,RIC,1.0,MEDIUM,Miami,2022,26
2585,RIC,1.0,MEDIUM,Monaco,2021,23
2586,RIC,1.0,MEDIUM,Monza,2021,20
2587,RIC,1.0,MEDIUM,Monza,2022,16
2588,RIC,1.0,MEDIUM,Qatar,2022,7
2589,RIC,1.0,MEDIUM,Saudi Arabia,2022,4
2590,RIC,1.0,MEDIUM,Singapore,2019,21
2591,RIC,1.0,SOFT,Abu Dhabi,2019,9
2592,RIC,1.0,SOFT,Abu Dhabi,2021,15
2593,RIC,1.0,SOFT,Austin,2019,15
