Unnamed: 0,GP,Circuit,PitstopT,Driver,Year,Team
1508,8,Austria,22.400,mick_schumacher,2021,Unknown
1509,8,Austria,21.227,raikkonen,2021,Alfa Romeo
1510,8,Austria,21.238,ocon,2021,Alpine
1511,8,Austria,21.924,leclerc,2021,Ferrari
1512,8,Austria,21.226,sainz,2021,Ferrari
1513,8,Austria,21.410,ricciardo,2021,McLaren
1514,8,Austria,20.961,perez,2021,Red Bull Racing
1515,9,Austria,21.129,giovinazzi,2021,Alfa Romeo
1516,9,Austria,21.145,tsunoda,2021,AlphaTauri
1517,9,Austria,22.564,gasly,2021,AlphaTauri
1518,9,Austria,21.391,stroll,2021,Aston Martin
1519,9,Austria,21.086,vettel,2021,Aston Martin
1520,9,Austria,22.000,mazepin,2021,Haas F1 Team
1521,9,Austria,21.151,ricciardo,2021,McLaren
1522,9,Austria,27.122,giovinazzi,2021,Alfa Romeo
1523,9,Austria,26.474,norris,2021,McLaren
1524,9,Austria,21.071,bottas,2021,Mercedes
1525,9,Austria,21.606,russell,2021,Williams
1526,9,Austria,21.005,hamilton,2021,Mercedes
1527,9,Austria,21.090,max_verstappen,2021,Unknown
1528,9,Austria,21.735,perez,2021,Red Bull Racing
1529,9,Austria,22.663,alonso,2021,Alpine
1530,9,Austria,21.152,latifi,2021,Williams
1531,9,Austria,21.143,leclerc,2021,Ferrari
1532,9,Austria,21.798,mick_schumacher,2021,Unknown
1533,9,Austria,21.896,raikkonen,2021,Alfa Romeo
1534,9,Austria,20.850,gasly,2021,AlphaTauri
1535,9,Austria,23.182,mazepin,2021,Haas F1 Team
1536,9,Austria,21.472,stroll,2021,Aston Martin
1537,9,Austria,21.431,sainz,2021,Ferrari
1538,9,Austria,20.841,vettel,2021,Aston Martin
1539,9,Austria,26.604,tsunoda,2021,AlphaTauri
1540,9,Austria,21.421,hamilton,2021,Mercedes
1541,10,Great Britain,34:07.731,leclerc,2021,Ferrari
1542,10,Great Britain,34:08.376,hamilton,2021,Mercedes
1543,10,Great Britain,34:09.149,bottas,2021,Mercedes
1544,10,Great Britain,34:12.218,norris,2021,McLaren
1545,10,Great Britain,34:11.281,ricciardo,2021,McLaren
1546,10,Great Britain,34:15.222,vettel,2021,Aston Martin
1547,10,Great Britain,34:18.580,alonso,2021,Alpine
1548,10,Great Britain,34:19.122,sainz,2021,Ferrari
1549,10,Great Britain,34:22.984,raikkonen,2021,Alfa Romeo
1550,10,Great Britain,34:26.994,ocon,2021,Alpine
1551,10,Great Britain,34:27.861,stroll,2021,Aston Martin
1552,10,Great Britain,34:27.244,gasly,2021,AlphaTauri
1553,10,Great Britain,34:30.250,giovinazzi,2021,Alfa Romeo
1554,10,Great Britain,34:32.543,russell,2021,Williams
1555,10,Great Britain,34:35.695,tsunoda,2021,AlphaTauri
1556,10,Great Britain,34:35.728,mick_schumacher,2021,Unknown
1557,10,Great Britain,34:37.164,latifi,2021,Williams
1558,10,Great Britain,34:36.977,mazepin,2021,Haas F1 Team
1559,10,Great Britain,34:36.405,perez,2021,Red Bull Racing
1560,10,Great Britain,28.110,raikkonen,2021,Alfa Romeo
1561,10,Great Britain,27.892,perez,2021,Red Bull Racing
1562,10,Great Britain,27.812,russell,2021,Williams
1563,10,Great Britain,28.145,vettel,2021,Aston Martin
1564,10,Great Britain,28.772,ocon,2021,Alpine
1565,10,Great Britain,27.543,latifi,2021,Williams
1566,10,Great Britain,28.817,ricciardo,2021,McLaren
1567,10,Great Britain,31.706,norris,2021,McLaren
1568,10,Great Britain,28.209,bottas,2021,Mercedes
1569,10,Great Britain,28.213,stroll,2021,Aston Martin
1570,10,Great Britain,28.137,giovinazzi,2021,Alfa Romeo
1571,10,Great Britain,29.743,alonso,2021,Alpine
1572,10,Great Britain,29.319,mick_schumacher,2021,Unknown
1573,10,Great Britain,29.253,mazepin,2021,Haas F1 Team
1574,10,Great Britain,40.266,hamilton,2021,Mercedes
1575,10,Great Britain,37.509,sainz,2021,Ferrari
1576,10,Great Britain,28.685,gasly,2021,AlphaTauri
1577,10,Great Britain,28.433,leclerc,2021,Ferrari
1578,10,Great Britain,29.134,tsunoda,2021,AlphaTauri
1579,10,Great Britain,27.848,perez,2021,Red Bull Racing
1580,10,Great Britain,28.180,gasly,2021,AlphaTauri
1581,11,Hungary,22.569,max_verstappen,2021,Unknown
1582,11,Hungary,23.715,mazepin,2021,Haas F1 Team
1583,11,Hungary,38.267,norris,2021,McLaren
1584,11,Hungary,26.573,giovinazzi,2021,Alfa Romeo
1585,11,Hungary,24:09.259,hamilton,2021,Mercedes
1586,11,Hungary,24:10.190,ocon,2021,Alpine
1587,11,Hungary,24:11.890,vettel,2021,Aston Martin
1588,11,Hungary,24:12.527,sainz,2021,Ferrari
1589,11,Hungary,24:13.630,tsunoda,2021,AlphaTauri
1590,11,Hungary,24:14.435,latifi,2021,Williams
1591,11,Hungary,24:14.979,alonso,2021,Alpine
1592,11,Hungary,24:17.487,russell,2021,Williams
1593,11,Hungary,24:17.844,raikkonen,2021,Alfa Romeo
1594,11,Hungary,24:17.042,mick_schumacher,2021,Unknown
1595,11,Hungary,24:17.615,gasly,2021,AlphaTauri
1596,11,Hungary,24:17.127,ricciardo,2021,McLaren
1597,11,Hungary,24:16.349,max_verstappen,2021,Unknown
1598,11,Hungary,24:17.420,mazepin,2021,Haas F1 Team
1599,11,Hungary,24:16.349,giovinazzi,2021,Alfa Romeo
1600,11,Hungary,39.522,ocon,2021,Alpine
1601,11,Hungary,40.882,vettel,2021,Aston Martin
1602,11,Hungary,42.786,sainz,2021,Ferrari
1603,11,Hungary,40.740,tsunoda,2021,AlphaTauri
1604,11,Hungary,39.081,latifi,2021,Williams
1605,11,Hungary,37.122,alonso,2021,Alpine
1606,11,Hungary,35.451,raikkonen,2021,Alfa Romeo
1607,11,Hungary,29.374,russell,2021,Williams
1608,11,Hungary,36.813,mick_schumacher,2021,Unknown
1609,11,Hungary,39.839,gasly,2021,AlphaTauri
1610,11,Hungary,34.492,ricciardo,2021,McLaren
1611,11,Hungary,35.245,max_verstappen,2021,Unknown
1612,11,Hungary,36.899,giovinazzi,2021,Alfa Romeo
1613,11,Hungary,21.731,hamilton,2021,Mercedes
1614,11,Hungary,29.191,giovinazzi,2021,Alfa Romeo
1615,11,Hungary,36.457,raikkonen,2021,Alfa Romeo
1616,11,Hungary,21.516,hamilton,2021,Mercedes
1617,11,Hungary,21.623,ricciardo,2021,McLaren
1618,11,Hungary,21.047,max_verstappen,2021,Unknown
1619,11,Hungary,22.186,russell,2021,Williams
1620,11,Hungary,21.819,tsunoda,2021,AlphaTauri
1621,11,Hungary,22.704,latifi,2021,Williams
1622,11,Hungary,21.295,gasly,2021,AlphaTauri
1623,11,Hungary,21.951,sainz,2021,Ferrari
1624,11,Hungary,21.874,giovinazzi,2021,Alfa Romeo
1625,11,Hungary,22.113,mick_schumacher,2021,Unknown
1626,11,Hungary,22.703,vettel,2021,Aston Martin
1627,11,Hungary,21.642,ocon,2021,Alpine
1628,11,Hungary,21.523,alonso,2021,Alpine
1629,11,Hungary,20.848,max_verstappen,2021,Unknown
1630,11,Hungary,21.208,hamilton,2021,Mercedes
1631,11,Hungary,21.172,raikkonen,2021,Alfa Romeo
1632,13,Netherlands,35.573,mick_schumacher,2021,Unknown
1633,13,Netherlands,19.287,perez,2021,Red Bull Racing
1634,13,Netherlands,18.664,vettel,2021,Aston Martin
1635,13,Netherlands,19.770,hamilton,2021,Mercedes
1636,13,Netherlands,19.142,max_verstappen,2021,Unknown
1637,13,Netherlands,20.646,latifi,2021,Williams
1638,13,Netherlands,19.163,gasly,2021,AlphaTauri
1639,13,Netherlands,19.049,giovinazzi,2021,Alfa Romeo
1640,13,Netherlands,18.634,russell,2021,Williams
1641,13,Netherlands,19.389,stroll,2021,Aston Martin
1642,13,Netherlands,19.449,ricciardo,2021,McLaren
1643,13,Netherlands,18.873,bottas,2021,Mercedes
1644,13,Netherlands,20.327,sainz,2021,Ferrari
1645,13,Netherlands,19.240,ocon,2021,Alpine
1646,13,Netherlands,19.850,tsunoda,2021,AlphaTauri
1647,13,Netherlands,24.578,mick_schumacher,2021,Unknown
1648,13,Netherlands,19.018,alonso,2021,Alpine
1649,13,Netherlands,20.043,giovinazzi,2021,Alfa Romeo
1650,13,Netherlands,19.999,mazepin,2021,Haas F1 Team
1651,13,Netherlands,19.490,leclerc,2021,Ferrari
1652,13,Netherlands,18.868,hamilton,2021,Mercedes
1653,13,Netherlands,18.578,max_verstappen,2021,Unknown
1654,13,Netherlands,19.708,kubica,2021,Unknown
1655,13,Netherlands,20.443,norris,2021,McLaren
1656,13,Netherlands,18.681,vettel,2021,Aston Martin
1657,13,Netherlands,18.555,perez,2021,Red Bull Racing
1658,13,Netherlands,21.730,bottas,2021,Mercedes
1659,13,Netherlands,19.202,hamilton,2021,Mercedes
1660,14,Monza,37.190,giovinazzi,2021,Alfa Romeo
1661,14,Monza,23.812,ricciardo,2021,McLaren
1662,14,Monza,25.157,vettel,2021,Aston Martin
1663,14,Monza,32.456,max_verstappen,2021,Unknown
1664,14,Monza,24.168,latifi,2021,Williams
1665,14,Monza,24.714,mick_schumacher,2021,Unknown
1666,14,Monza,24.168,norris,2021,McLaren
1667,14,Monza,24.928,mazepin,2021,Haas F1 Team
1668,14,Monza,25.619,hamilton,2021,Mercedes
1669,14,Monza,24.846,stroll,2021,Aston Martin
1670,14,Monza,24.797,alonso,2021,Alpine
1671,14,Monza,30.551,giovinazzi,2021,Alfa Romeo
1672,14,Monza,24.557,leclerc,2021,Ferrari
1673,14,Monza,23.906,perez,2021,Red Bull Racing
1674,14,Monza,24.283,sainz,2021,Ferrari
1675,14,Monza,24.308,bottas,2021,Mercedes
1676,14,Monza,30.333,ocon,2021,Alpine
1677,14,Monza,24.156,russell,2021,Williams
1678,14,Monza,24.501,kubica,2021,Unknown
1679,14,Monza,25.927,vettel,2021,Aston Martin
1680,14,Monza,24.806,mazepin,2021,Haas F1 Team
1681,15,Russia,30.241,stroll,2021,Aston Martin
1682,15,Russia,30.665,russell,2021,Williams
1683,15,Russia,30.056,latifi,2021,Williams
1684,15,Russia,30.112,tsunoda,2021,AlphaTauri
1685,15,Russia,30.715,sainz,2021,Ferrari
1686,15,Russia,30.127,mazepin,2021,Haas F1 Team
1687,15,Russia,29.901,ocon,2021,Alpine
1688,15,Russia,30.102,raikkonen,2021,Alfa Romeo
1689,15,Russia,29.996,mick_schumacher,2021,Unknown
1690,15,Russia,33.617,ricciardo,2021,McLaren
1691,15,Russia,29.878,hamilton,2021,Mercedes
1692,15,Russia,29.578,max_verstappen,2021,Unknown
1693,15,Russia,29.242,vettel,2021,Aston Martin
1694,15,Russia,29.824,norris,2021,McLaren
1695,15,Russia,29.936,bottas,2021,Mercedes
1696,15,Russia,29.354,gasly,2021,AlphaTauri
1697,15,Russia,31.849,leclerc,2021,Ferrari
1698,15,Russia,36.026,perez,2021,Red Bull Racing
1699,15,Russia,30.157,alonso,2021,Alpine
1700,15,Russia,30.081,giovinazzi,2021,Alfa Romeo
1701,15,Russia,32.081,russell,2021,Williams
1702,15,Russia,29.569,bottas,2021,Mercedes
1703,15,Russia,30.131,raikkonen,2021,Alfa Romeo
1704,15,Russia,33.931,mazepin,2021,Haas F1 Team
1705,15,Russia,30.980,tsunoda,2021,AlphaTauri
1706,15,Russia,31.017,max_verstappen,2021,Unknown
1707,15,Russia,30.677,sainz,2021,Ferrari
1708,15,Russia,31.016,ricciardo,2021,McLaren
1709,15,Russia,43.124,stroll,2021,Aston Martin
1710,15,Russia,30.045,hamilton,2021,Mercedes
1711,15,Russia,30.972,tsunoda,2021,AlphaTauri
1712,15,Russia,30.702,alonso,2021,Alpine
1713,15,Russia,32.313,perez,2021,Red Bull Racing
1714,15,Russia,32.128,vettel,2021,Aston Martin
1715,15,Russia,31.915,gasly,2021,AlphaTauri
1716,15,Russia,33.264,ocon,2021,Alpine
1717,15,Russia,33.961,giovinazzi,2021,Alfa Romeo
1718,15,Russia,32.670,norris,2021,McLaren
1719,16,Turkey,23.028,ricciardo,2021,McLaren
1720,16,Turkey,29.116,alonso,2021,Alpine
1721,16,Turkey,23.239,norris,2021,McLaren
1722,16,Turkey,24.104,latifi,2021,Williams
1723,16,Turkey,23.329,tsunoda,2021,AlphaTauri
1724,16,Turkey,23.551,russell,2021,Williams
1725,16,Turkey,22.442,max_verstappen,2021,Unknown
1726,16,Turkey,28.353,sainz,2021,Ferrari
1727,16,Turkey,23.829,mazepin,2021,Haas F1 Team
1728,16,Turkey,23.500,vettel,2021,Aston Martin
1729,16,Turkey,22.962,bottas,2021,Mercedes
1730,16,Turkey,22.463,perez,2021,Red Bull Racing
1731,16,Turkey,23.164,raikkonen,2021,Alfa Romeo
1732,16,Turkey,23.514,vettel,2021,Aston Martin
1733,16,Turkey,29.310,gasly,2021,AlphaTauri
1734,16,Turkey,35.509,stroll,2021,Aston Martin
1735,16,Turkey,23.892,mick_schumacher,2021,Unknown
1736,16,Turkey,23.150,giovinazzi,2021,Alfa Romeo
1737,16,Turkey,23.646,leclerc,2021,Ferrari
1738,17,Austin,30.673,mazepin,2021,Haas F1 Team
1739,17,Austin,40.800,ocon,2021,Alpine
1740,17,Austin,32.610,latifi,2021,Williams
1741,17,Austin,23.576,alonso,2021,Alpine
1742,17,Austin,23.993,giovinazzi,2021,Alfa Romeo
1743,17,Austin,23.802,tsunoda,2021,AlphaTauri
1744,17,Austin,23.572,russell,2021,Williams
1745,17,Austin,23.727,max_verstappen,2021,Unknown
1746,17,Austin,24.385,norris,2021,McLaren
1747,17,Austin,23.745,gasly,2021,AlphaTauri
1748,17,Austin,24.176,ricciardo,2021,McLaren
1749,17,Austin,23.414,sainz,2021,Ferrari
1750,17,Austin,24.293,mick_schumacher,2021,Unknown
1751,17,Austin,25.018,perez,2021,Red Bull Racing
1752,17,Austin,24.011,leclerc,2021,Ferrari
1753,17,Austin,24.191,raikkonen,2021,Alfa Romeo
1754,17,Austin,24.481,hamilton,2021,Mercedes
1755,17,Austin,24.444,bottas,2021,Mercedes
1756,17,Austin,24.977,vettel,2021,Aston Martin
1757,17,Austin,23.827,stroll,2021,Aston Martin
1758,17,Austin,24.611,mazepin,2021,Haas F1 Team
1759,17,Austin,23.653,latifi,2021,Williams
1760,17,Austin,23.919,ocon,2021,Alpine
1761,17,Austin,23.502,giovinazzi,2021,Alfa Romeo
1762,17,Austin,23.844,alonso,2021,Alpine
1763,17,Austin,24.052,max_verstappen,2021,Unknown
1764,17,Austin,26.866,sainz,2021,Ferrari
1765,17,Austin,23.604,perez,2021,Red Bull Racing
1766,17,Austin,24.036,ricciardo,2021,McLaren
1767,17,Austin,25.548,norris,2021,McLaren
1768,17,Austin,24.090,raikkonen,2021,Alfa Romeo
1769,17,Austin,24.980,russell,2021,Williams
1770,17,Austin,23.805,leclerc,2021,Ferrari
1771,17,Austin,23.529,tsunoda,2021,AlphaTauri
1772,17,Austin,23.619,bottas,2021,Mercedes
1773,17,Austin,23.455,stroll,2021,Aston Martin
1774,17,Austin,24.247,mick_schumacher,2021,Unknown
1775,17,Austin,23.676,hamilton,2021,Mercedes
1776,17,Austin,23.849,vettel,2021,Aston Martin
1777,17,Austin,24.169,mazepin,2021,Haas F1 Team
1778,18,Mexico,38.128,ricciardo,2021,McLaren
1779,18,Mexico,22.463,bottas,2021,Mercedes
1780,18,Mexico,23.681,latifi,2021,Williams
1781,18,Mexico,23.586,stroll,2021,Aston Martin
1782,18,Mexico,25.094,mazepin,2021,Haas F1 Team
1783,18,Mexico,23.100,ocon,2021,Alpine
1784,18,Mexico,21.984,russell,2021,Williams
1785,18,Mexico,22.205,giovinazzi,2021,Alfa Romeo
1786,18,Mexico,22.373,hamilton,2021,Mercedes
1787,18,Mexico,22.085,leclerc,2021,Ferrari
1788,18,Mexico,22.549,gasly,2021,AlphaTauri
1789,18,Mexico,22.424,raikkonen,2021,Alfa Romeo
1790,18,Mexico,21.908,max_verstappen,2021,Unknown
1791,18,Mexico,22.277,vettel,2021,Aston Martin
1792,18,Mexico,26.056,stroll,2021,Aston Martin
1793,18,Mexico,22.813,ricciardo,2021,McLaren
1794,18,Mexico,23.985,alonso,2021,Alpine
1795,18,Mexico,22.114,perez,2021,Red Bull Racing
1796,18,Mexico,31.664,bottas,2021,Mercedes
1797,18,Mexico,22.031,sainz,2021,Ferrari
1798,18,Mexico,22.534,norris,2021,McLaren
1799,18,Mexico,22.739,latifi,2021,Williams
1800,18,Mexico,23.637,mazepin,2021,Haas F1 Team
1801,18,Mexico,22.680,bottas,2021,Mercedes
1802,19,Brazil,27.313,norris,2021,McLaren
1803,19,Brazil,31.939,tsunoda,2021,AlphaTauri
1804,19,Brazil,22.978,russell,2021,Williams
1805,19,Brazil,17.758,tsunoda,2021,AlphaTauri
1806,19,Brazil,17.719,norris,2021,McLaren
1807,19,Brazil,17.916,max_verstappen,2021,Unknown
1808,19,Brazil,18.308,perez,2021,Red Bull Racing
1809,19,Brazil,17.910,hamilton,2021,Mercedes
1810,19,Brazil,17.899,bottas,2021,Mercedes
1811,19,Brazil,17.943,leclerc,2021,Ferrari
1812,19,Brazil,18.460,sainz,2021,Ferrari
1813,19,Brazil,18.107,vettel,2021,Aston Martin
1814,19,Brazil,19.439,gasly,2021,AlphaTauri
1815,19,Brazil,19.285,ocon,2021,Alpine
1816,19,Brazil,19.732,ricciardo,2021,McLaren
1817,19,Brazil,17.751,alonso,2021,Alpine
1818,19,Brazil,17.948,stroll,2021,Aston Martin
1819,19,Brazil,17.713,giovinazzi,2021,Alfa Romeo
1820,19,Brazil,17.995,mazepin,2021,Haas F1 Team
1821,19,Brazil,17.861,mick_schumacher,2021,Unknown
1822,19,Brazil,18.153,latifi,2021,Williams
1823,19,Brazil,18.327,raikkonen,2021,Alfa Romeo
1824,19,Brazil,20.844,russell,2021,Williams
1825,19,Brazil,17.711,tsunoda,2021,AlphaTauri
1826,19,Brazil,17.673,norris,2021,McLaren
1827,19,Brazil,17.807,max_verstappen,2021,Unknown
1828,19,Brazil,18.136,perez,2021,Red Bull Racing
1829,19,Brazil,18.660,hamilton,2021,Mercedes
1830,19,Brazil,17.837,bottas,2021,Mercedes
1831,19,Brazil,17.771,leclerc,2021,Ferrari
1832,19,Brazil,18.373,sainz,2021,Ferrari
1833,19,Brazil,17.896,vettel,2021,Aston Martin
1834,19,Brazil,18.608,gasly,2021,AlphaTauri
1835,19,Brazil,17.818,ocon,2021,Alpine
1836,19,Brazil,18.347,ricciardo,2021,McLaren
1837,19,Brazil,17.705,alonso,2021,Alpine
1838,19,Brazil,17.935,stroll,2021,Aston Martin
1839,19,Brazil,17.929,giovinazzi,2021,Alfa Romeo
1840,19,Brazil,18.467,mazepin,2021,Haas F1 Team
1841,19,Brazil,18.588,mick_schumacher,2021,Unknown
1842,19,Brazil,18.784,latifi,2021,Williams
1843,19,Brazil,18.763,raikkonen,2021,Alfa Romeo
1844,19,Brazil,18.179,russell,2021,Williams
1845,19,Brazil,18.499,tsunoda,2021,AlphaTauri
1846,19,Brazil,19.176,norris,2021,McLaren
1847,19,Brazil,41.173,mick_schumacher,2021,Unknown
1848,19,Brazil,22.936,latifi,2021,Williams
1849,19,Brazil,24.997,stroll,2021,Aston Martin
1850,19,Brazil,23.116,gasly,2021,AlphaTauri
1851,19,Brazil,22.690,hamilton,2021,Mercedes
1852,19,Brazil,23.321,sainz,2021,Ferrari
1853,19,Brazil,22.722,max_verstappen,2021,Unknown
1854,19,Brazil,22.667,leclerc,2021,Ferrari
1855,19,Brazil,23.165,perez,2021,Red Bull Racing
1856,19,Brazil,24.464,vettel,2021,Aston Martin
1857,19,Brazil,23.541,raikkonen,2021,Alfa Romeo
1858,19,Brazil,23.618,giovinazzi,2021,Alfa Romeo
1859,19,Brazil,23.263,bottas,2021,Mercedes
1860,19,Brazil,25.597,mick_schumacher,2021,Unknown
1861,19,Brazil,22.839,ricciardo,2021,McLaren
1862,19,Brazil,23.504,ocon,2021,Alpine
1863,19,Brazil,24.375,alonso,2021,Alpine
1864,19,Brazil,23.546,mazepin,2021,Haas F1 Team
1865,19,Brazil,24.211,norris,2021,McLaren
1866,19,Brazil,35.416,tsunoda,2021,AlphaTauri
1867,19,Brazil,22.958,latifi,2021,Williams
1868,19,Brazil,22.766,max_verstappen,2021,Unknown
1869,19,Brazil,22.856,bottas,2021,Mercedes
1870,19,Brazil,23.132,russell,2021,Williams
1871,19,Brazil,22.656,perez,2021,Red Bull Racing
1872,19,Brazil,22.830,giovinazzi,2021,Alfa Romeo
1873,19,Brazil,22.664,hamilton,2021,Mercedes
1874,19,Brazil,23.039,gasly,2021,AlphaTauri
1875,19,Brazil,23.064,leclerc,2021,Ferrari
1876,19,Brazil,22.666,raikkonen,2021,Alfa Romeo
1877,19,Brazil,22.745,sainz,2021,Ferrari
1878,19,Brazil,22.978,vettel,2021,Aston Martin
1879,19,Brazil,24.627,mick_schumacher,2021,Unknown
1880,20,Qatar,25.659,tsunoda,2021,AlphaTauri
1881,20,Qatar,26.174,raikkonen,2021,Alfa Romeo
1882,20,Qatar,25.630,gasly,2021,AlphaTauri
1883,20,Qatar,25.987,giovinazzi,2021,Alfa Romeo
1884,20,Qatar,25.300,max_verstappen,2021,Unknown
1885,20,Qatar,26.121,russell,2021,Williams
1886,20,Qatar,25.235,hamilton,2021,Mercedes
1887,20,Qatar,25.811,latifi,2021,Williams
1888,20,Qatar,25.419,perez,2021,Red Bull Racing
1889,20,Qatar,25.881,mick_schumacher,2021,Unknown
1890,20,Qatar,25.991,alonso,2021,Alpine
1891,20,Qatar,26.157,stroll,2021,Aston Martin
1892,20,Qatar,25.517,ocon,2021,Alpine
1893,20,Qatar,25.319,norris,2021,McLaren
1894,20,Qatar,25.562,ricciardo,2021,McLaren
1895,20,Qatar,25.726,vettel,2021,Aston Martin
1896,20,Qatar,25.639,sainz,2021,Ferrari
1897,20,Qatar,25.799,leclerc,2021,Ferrari
1898,20,Qatar,25.633,raikkonen,2021,Alfa Romeo
1899,20,Qatar,26.515,mazepin,2021,Haas F1 Team
1900,20,Qatar,25.347,giovinazzi,2021,Alfa Romeo
1901,20,Qatar,36.341,bottas,2021,Mercedes
1902,20,Qatar,26.674,tsunoda,2021,AlphaTauri
1903,20,Qatar,26.109,gasly,2021,AlphaTauri
1904,20,Qatar,25.175,max_verstappen,2021,Unknown
1905,20,Qatar,25.420,perez,2021,Red Bull Racing
1906,20,Qatar,25.381,hamilton,2021,Mercedes
1907,20,Qatar,26.552,norris,2021,McLaren
1908,20,Qatar,35.006,russell,2021,Williams
1909,21,Saudi Arabia,27.165,stroll,2021,Aston Martin
1910,21,Saudi Arabia,20.519,russell,2021,Williams
1911,21,Saudi Arabia,20.580,hamilton,2021,Mercedes
1912,21,Saudi Arabia,21.668,bottas,2021,Mercedes
1913,21,Saudi Arabia,20.531,leclerc,2021,Ferrari
1914,21,Saudi Arabia,20.710,perez,2021,Red Bull Racing
1915,21,Saudi Arabia,20.973,norris,2021,McLaren
1916,21,Saudi Arabia,20.405,alonso,2021,Alpine
1917,21,Saudi Arabia,24.220,latifi,2021,Williams
1918,21,Saudi Arabia,16:36.375,max_verstappen,2021,Unknown
1919,21,Saudi Arabia,16:35.856,hamilton,2021,Mercedes
1920,21,Saudi Arabia,16:35.942,bottas,2021,Mercedes
1921,21,Saudi Arabia,16:37.126,ocon,2021,Alpine
1922,21,Saudi Arabia,16:37.029,ricciardo,2021,McLaren
1923,21,Saudi Arabia,16:39.485,leclerc,2021,Ferrari
1924,21,Saudi Arabia,16:41.775,gasly,2021,AlphaTauri
1925,21,Saudi Arabia,16:42.619,perez,2021,Red Bull Racing
1926,21,Saudi Arabia,16:44.618,sainz,2021,Ferrari
1927,21,Saudi Arabia,16:44.917,giovinazzi,2021,Alfa Romeo
1928,21,Saudi Arabia,16:46.407,tsunoda,2021,AlphaTauri
1929,21,Saudi Arabia,16:48.569,raikkonen,2021,Alfa Romeo
1930,21,Saudi Arabia,16:52.304,vettel,2021,Aston Martin
1931,21,Saudi Arabia,16:57.303,norris,2021,McLaren
1932,21,Saudi Arabia,16:59.850,alonso,2021,Alpine
1933,21,Saudi Arabia,16:59.226,mazepin,2021,Haas F1 Team
1934,21,Saudi Arabia,17:01.615,russell,2021,Williams
1935,21,Saudi Arabia,17:00.939,stroll,2021,Aston Martin
1936,21,Saudi Arabia,16:57.257,latifi,2021,Williams
1937,21,Saudi Arabia,18:07.591,max_verstappen,2021,Unknown
1938,21,Saudi Arabia,18:08.290,ocon,2021,Alpine
1939,21,Saudi Arabia,18:06.674,hamilton,2021,Mercedes
1940,21,Saudi Arabia,18:07.296,ricciardo,2021,McLaren
1941,21,Saudi Arabia,18:09.473,bottas,2021,Mercedes
1942,21,Saudi Arabia,18:12.287,gasly,2021,AlphaTauri
1943,21,Saudi Arabia,18:15.192,leclerc,2021,Ferrari
1944,21,Saudi Arabia,18:14.749,giovinazzi,2021,Alfa Romeo
1945,21,Saudi Arabia,18:17.194,sainz,2021,Ferrari
1946,21,Saudi Arabia,18:18.749,vettel,2021,Aston Martin
1947,21,Saudi Arabia,18:19.282,raikkonen,2021,Alfa Romeo
1948,21,Saudi Arabia,18:20.644,tsunoda,2021,AlphaTauri
1949,21,Saudi Arabia,18:21.826,alonso,2021,Alpine
1950,21,Saudi Arabia,18:22.979,stroll,2021,Aston Martin
1951,21,Saudi Arabia,18:27.052,latifi,2021,Williams
1952,21,Saudi Arabia,18:36.576,norris,2021,McLaren
1953,21,Saudi Arabia,27.874,tsunoda,2021,AlphaTauri
1954,21,Saudi Arabia,34.489,raikkonen,2021,Alfa Romeo
1955,22,Abu Dhabi,22.124,mick_schumacher,2021,Unknown
1956,22,Abu Dhabi,21.152,max_verstappen,2021,Unknown
1957,22,Abu Dhabi,21.595,hamilton,2021,Mercedes
1958,22,Abu Dhabi,22.461,leclerc,2021,Ferrari
1959,22,Abu Dhabi,21.677,ocon,2021,Alpine
1960,22,Abu Dhabi,21.380,norris,2021,McLaren
1961,22,Abu Dhabi,22.283,giovinazzi,2021,Alfa Romeo
1962,22,Abu Dhabi,21.449,ricciardo,2021,McLaren
1963,22,Abu Dhabi,22.213,sainz,2021,Ferrari
1964,22,Abu Dhabi,21.471,perez,2021,Red Bull Racing
1965,22,Abu Dhabi,22.288,stroll,2021,Aston Martin
1966,22,Abu Dhabi,22.338,raikkonen,2021,Alfa Romeo
1967,22,Abu Dhabi,22.455,tsunoda,2021,AlphaTauri
1968,22,Abu Dhabi,21.221,vettel,2021,Aston Martin
1969,22,Abu Dhabi,21.241,latifi,2021,Williams
1970,22,Abu Dhabi,21.669,bottas,2021,Mercedes
1971,22,Abu Dhabi,21.173,leclerc,2021,Ferrari
1972,22,Abu Dhabi,21.871,max_verstappen,2021,Unknown
1973,22,Abu Dhabi,21.413,perez,2021,Red Bull Racing
1974,22,Abu Dhabi,21.304,alonso,2021,Alpine
1975,22,Abu Dhabi,22.133,gasly,2021,AlphaTauri
1976,22,Abu Dhabi,22.173,norris,2021,McLaren
1977,22,Abu Dhabi,21.453,max_verstappen,2021,Unknown
1978,22,Abu Dhabi,22.056,ricciardo,2021,McLaren
1979,22,Abu Dhabi,22.661,stroll,2021,Aston Martin
1980,22,Abu Dhabi,21.385,perez,2021,Red Bull Racing
1981,22,Abu Dhabi,22.070,mick_schumacher,2021,Unknown
1982,22,Abu Dhabi,21.909,tsunoda,2021,AlphaTauri
1983,1,Bahrain,25.201,hamilton,2022,Mercedes
1984,1,Bahrain,25.365,alonso,2022,Alpine
1985,1,Bahrain,25.214,mick_schumacher,2022,Unknown
1986,1,Bahrain,24.874,albon,2022,Williams
1987,1,Bahrain,24.897,max_verstappen,2022,Unknown
